CAMIS,DBA,BORO,BUILDING,STREET,ZIPCODE,PHONE,CUISINE DESCRIPTION,INSPECTION DATE,ACTION,VIOLATION CODE,VIOLATION DESCRIPTION,CRITICAL FLAG,SCORE,GRADE,GRADE DATE,RECORD DATE,INSPECTION TYPE
41019523,GRILL POINT,QUEENS,6954,MAIN STREET,11367,7182617077,Jewish/Kosher,12/22/2014,Violations were cited in the following area(s).,06F,Wiping cloths soiled or not stored in sanitizing solution.,Critical,17,,,05/21/2016,Cycle Inspection / Initial Inspection
41387444,FAVELA CUBANA,MANHATTAN,543,LA GUARDIA PLACE,10012,2127776500,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",07/27/2015,Violations were cited in the following area(s).,04M,Live roaches present in facility's food and/or non-food areas.,Critical,23,B,07/27/2015,05/21/2016,Cycle Inspection / Re-inspection
41446761,LOVE CAFE,MANHATTAN,283,PLEASANT AVENUE,10029,2123696916,American,10/04/2014,Violations were cited in the following area(s).,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Critical,37,,,05/21/2016,Cycle Inspection / Initial Inspection
41627542,NEW AROMA,MANHATTAN,465,WEST  125 STREET,10027,2129328706,Chinese,03/13/2014,Violations were cited in the following area(s).,06F,Wiping cloths soiled or not stored in sanitizing solution.,Critical,13,A,03/13/2014,05/21/2016,Cycle Inspection / Initial Inspection
50045959,ROYALCOACH DINER,BRONX,3250,BOSTON RD,10469,7186531716,American,05/17/2016,Violations were cited in the following area(s).,10I,"Single service item reused, improperly stored, dispensed; not used when required.",Not Critical,11,A,05/17/2016,05/21/2016,Pre-permit (Operational) / Initial Inspection
50033580,YARDIES JERK,QUEENS,19818,LINDEN BLVD,11412,7187495782,Caribbean,05/05/2016,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140Âº F.,Critical,30,Z,05/05/2016,05/21/2016,Cycle Inspection / Re-inspection
41376788,GOOD TASTE FUZHOU CUISINE,MANHATTAN,118,ELDRIDGE STREET,10002,2126252532,Chinese,10/21/2013,Violations were cited in the following area(s).,04M,Live roaches present in facility's food and/or non-food areas.,Critical,21,,,05/21/2016,Cycle Inspection / Initial Inspection
41572685,BROOKLYNS FINEST PIZZA & RESTAURANT,STATEN ISLAND,1250,HYLAN BOULEVARD,10305,7188157070,Pizza/Italian,02/11/2016,Violations were cited in the following area(s).,06A,Personal cleanliness inadequate. Outer garment soiled with possible contaminant.  Effective hair restraint not worn in an area where food is prepared.,Critical,24,,,05/21/2016,Cycle Inspection / Initial Inspection
50001889,UMAMI BURGER,MANHATTAN,432,AVENUE OF THE AMERICAS,10011,2126778626,Hamburgers,04/01/2016,Violations were cited in the following area(s).,10E,Accurate thermometer not provided in refrigerated or hot holding equipment.,Not Critical,14,,,05/21/2016,Cycle Inspection / Initial Inspection
50014935,TWIN DRAGONS ASIAN CUISINE,STATEN ISLAND,54,RICHMOND TER,10301,7187206568,Chinese,01/13/2015,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,24,,,05/21/2016,Cycle Inspection / Initial Inspection
40756606,BERGEN BAGELS,BROOKLYN,473,BERGEN STREET,11217,7187897600,Delicatessen,10/23/2015,Violations were cited in the following area(s).,09C,Food contact surface not properly maintained.,Not Critical,13,A,10/23/2015,05/21/2016,Cycle Inspection / Initial Inspection
50011959,PICADILLY HALL,BROOKLYN,1703,MCDONALD AVE,11230,7183362200,Jewish/Kosher,09/29/2014,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,10,,,05/21/2016,Pre-permit (Operational) / Initial Inspection
40391086,A & S PIZZERIA,STATEN ISLAND,87,STUYVESANT PLACE,10301,7184484142,Pizza/Italian,08/15/2014,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,13,A,08/15/2014,05/21/2016,Cycle Inspection / Re-inspection
40377560,WESTERN BAKERY,QUEENS,22813,MERRICK BOULEVARD,11413,7185253201,Caribbean,04/20/2016,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,29,,,05/21/2016,Cycle Inspection / Initial Inspection
40601541,STARBUCKS,MANHATTAN,2853,BROADWAY,10025,2122807268,CafÃ©/Coffee/Tea,03/18/2014,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,4,A,03/18/2014,05/21/2016,Cycle Inspection / Initial Inspection
41524226,MIKEY BAGELS,STATEN ISLAND,7420,AMBOY ROAD,10307,7189849700,American,06/03/2014,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,25,,,05/21/2016,Cycle Inspection / Initial Inspection
50000422,SOCIALE,BROOKLYN,72,HENRY ST,11201,7185763588,Italian,11/06/2013,Violations were cited in the following area(s).,15L,"Smoke free workplace smoking policy inadequate, not posted, not provided to employees.",Not Critical,,,,05/21/2016,Smoke-Free Air Act / Initial Inspection
50013202,COSINITA,BRONX,730,ASTOR AVE,10467,3478438050,Mexican,11/19/2014,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,16,,,05/21/2016,Pre-permit (Operational) / Initial Inspection
41635367,RAINHAS,QUEENS,10801,NORTHERN BOULEVARD,11368,7187798808,Brazilian,10/10/2013,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,26,,,05/21/2016,Cycle Inspection / Initial Inspection
41675250,GOLDEN BIRD,BROOKLYN,1669,NOSTRAND AVENUE,11226,7186938810,Chinese,03/22/2016,Violations were cited in the following area(s).,04K,Evidence of rats or live rats present in facility's food and/or non-food areas.,Critical,17,,,05/21/2016,Cycle Inspection / Initial Inspection
41064708,HOUSE OF PIZZA & CALZONES,BROOKLYN,132,UNION STREET,11231,7186249107,Pizza/Italian,03/24/2015,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,3,A,03/24/2015,05/21/2016,Cycle Inspection / Initial Inspection
50012254,BERG'N BEER HALL,BROOKLYN,899,BERGEN ST,11238,7188572333,American,09/24/2014,Violations were cited in the following area(s).,10A,"Toilet facility not maintained and provided with toilet paper, waste receptacle and self-closing door.",Not Critical,9,A,09/24/2014,05/21/2016,Pre-permit (Operational) / Initial Inspection
41699206,PEDRO'S DUMBO II,BROOKLYN,812,GRAND STREET,11211,3472944287,Mexican,12/09/2014,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,18,B,12/09/2014,05/21/2016,Cycle Inspection / Re-inspection
50015434,GG's,MANHATTAN,511,E 5TH ST,10009,2126873641,American,11/20/2015,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,24,,,05/21/2016,Cycle Inspection / Initial Inspection
41605223,YU SUSHI,MANHATTAN,827,WEST  181 STREET,10033,2127818833,Japanese,01/28/2016,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,21,B,01/28/2016,05/21/2016,Cycle Inspection / Re-inspection
40853915,VISTA HERMOSA DELI RESTAURANT,BRONX,1201,EVERGREEN AVENUE,10472,7188609674,Mexican,04/26/2013,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,19,,,05/21/2016,Cycle Inspection / Initial Inspection
41634954,KIM'S CHINESE & SUSHI,BRONX,3712,EAST TREMONT AVENUE,10465,7182393335,Chinese,04/13/2015,Violations were cited in the following area(s).,09B,Thawing procedures improper.,Not Critical,18,,,05/21/2016,Cycle Inspection / Initial Inspection
41592474,HALE & HEARTY SOUP,MANHATTAN,2284,BROADWAY,10024,2127214900,Soups & Sandwiches,03/24/2016,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,19,,,05/21/2016,Cycle Inspection / Initial Inspection
41499490,BERGEN PIZZA,BROOKLYN,67,6 AVENUE,11217,7186364863,Pizza,07/16/2014,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,10,A,07/16/2014,05/21/2016,Cycle Inspection / Initial Inspection
41605430,CHUKO,BROOKLYN,552,VANDERBILT AVENUE,11238,7185766701,Japanese,05/19/2015,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,50,,,05/21/2016,Cycle Inspection / Initial Inspection
41709640,FRANCISCA PIZZERIA BAGEL CAFE,MANHATTAN,140,WEST    4 STREET,10012,2124771161,Pizza,02/10/2015,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,25,,,05/21/2016,Cycle Inspection / Initial Inspection
50005634,BENTON CAFE,MANHATTAN,123,WILLIAM ST,10038,2126088850,Asian,01/31/2014,Violations were cited in the following area(s).,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Critical,17,B,01/31/2014,05/21/2016,Pre-permit (Operational) / Re-inspection
41244057,BROADWAY PIZZA,BROOKLYN,1142,BROADWAY,11221,7186026110,Pizza,04/20/2016,Violations were cited in the following area(s).,02H,"Food not cooled by an approved method whereby the internal product temperature is reduced from 140Âº F to 70Âº F or less within 2 hours, and from 70Âº F to 41Âº F or less within 4 additional hours.",Critical,31,,,05/21/2016,Cycle Inspection / Initial Inspection
50001455,COUNTRY BAY PIZZERIA,BRONX,3233,AMPERE AVE,10465,9297779555,Pizza,10/16/2014,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,12,A,10/16/2014,05/21/2016,Cycle Inspection / Re-inspection
41292268,T BAAR,BROOKLYN,4823,8 AVENUE,11220,3473503522,"Juice, Smoothies, Fruit Salads",02/10/2016,Violations were cited in the following area(s).,09C,Food contact surface not properly maintained.,Not Critical,20,,,05/21/2016,Cycle Inspection / Initial Inspection
41090957,PETRARCA,MANHATTAN,34,WHITE STREET,10013,2126252800,Italian,06/27/2013,Violations were cited in the following area(s).,09B,Thawing procedures improper.,Not Critical,10,A,06/27/2013,05/21/2016,Cycle Inspection / Initial Inspection
50005258,DUNKIN' DONUTS,QUEENS,7927,MAIN ST,11367,7189693439,Donuts,01/25/2016,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,7,A,01/25/2016,05/21/2016,Cycle Inspection / Initial Inspection
50034411,MARTINIELLO'S III PIZZERIA & ITALIAN RESTAURNT,QUEENS,8901,101ST AVE,11416,7188453333,Pizza/Italian,09/28/2015,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140Âº F.,Critical,24,,,05/21/2016,Pre-permit (Operational) / Initial Inspection
50004422,PALACE FRIED CHICKEN,QUEENS,2102,36TH AVE,11106,7187294811,Chicken,01/02/2014,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,24,,,05/21/2016,Pre-permit (Operational) / Initial Inspection
40642405,THE DISH RESTAURANT,MANHATTAN,201,8 AVENUE,10011,2123529800,American,12/30/2013,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,11,A,12/30/2013,05/21/2016,Cycle Inspection / Re-inspection
50016860,FORCELLA PIZZA NAPOLI,BROOKLYN,485,LORIMER ST,11211,7183888820,Italian,12/02/2014,Violations were cited in the following area(s).,10E,Accurate thermometer not provided in refrigerated or hot holding equipment.,Not Critical,18,,,05/21/2016,Pre-permit (Operational) / Initial Inspection
41430525,VIP GRILL,BROOKLYN,3715,13 AVENUE,11218,7188473000,Jewish/Kosher,08/03/2015,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,24,,,05/21/2016,Cycle Inspection / Compliance Inspection
50036736,FALAFEL BROS,BROOKLYN,711,FULTON ST,11217,7188558211,Middle Eastern,09/29/2015,Violations were cited in the following area(s).,16B,"The original nutritional fact labels and/or ingredient label for a cooking oil, shortening or margarine or food item sold in bulk, or acceptable manufacturers documentation not maintained on site.",Not Critical,,,,05/21/2016,Trans Fat / Re-inspection
