BusinessName,DBAName,LegalOwner,NameLast,NameFirst,LICENSENO,ISSDTTM,EXPDTTM,LICSTATUS,LICENSECAT,DESCRIPT,RESULT,RESULTDTTM,Violation,ViolLevel,ViolDesc,VIOLDTTM,ViolStatus,StatusDate,Comments,Address,City,State,Zip,Property_ID,Location
No.  7 RESTAURANT,,,HUANG FAMILY INC.,REN XIANGHUANG  PRES.,25414,02/08/2012 04:32:36 PM,12/31/2016 11:59:00 PM,Active,FT,Eating & Drinking w/ Take Out,HE_Filed,05/27/2008 01:19:54 PM,34-5-501.111/.115,*,Outside Storage Improperly Maintained,05/27/2008 03:43:45 PM,Pass,2008-05-27 15:43:45,clear around rear of  restaurant to remove all leaves  boxes and debris,225   Grove ST,West Roxbury,MA,02132,156965,"(42.261873, -71.15741)"
Durgin Park Restaurant,,,Weinstein,Michael,24748,02/13/2012 11:17:17 AM,12/31/2016 11:59:00 PM,Active,FS,Eating & Drinking,HE_Hearing,12/18/2012 11:47:43 AM,15-4-202.16,*,Non-Food Contact Surfaces,12/18/2012 11:47:43 AM,Fail,,Exposed wood on shelving,300  Faneuil Hall Marketplace,Boston,MA,02109,341035,"(42.360036, -71.056253)"
EQUATOR RESTAURANT,,HOOPER FRANK III,SARAH PLABUTONG,,23186,12/16/2011 10:19:57 AM,12/31/2016 11:59:00 PM,Active,FS,Eating & Drinking,HE_Fail,05/07/2008 11:13:59 AM,38-6-303.11,*,Inadequate Lighting,05/07/2008 03:09:52 PM,Fail,,kitchen/replace all burnt out lights,1721   Washington ST,Roxbury,MA,02118,144411,"(42.337071, -71.076601)"
Uno Chicago Grill,,NICOLE E. ADAMS,NICOLE E. ADAMS,,19118,01/09/2012 03:55:20 PM,12/31/2016 11:59:00 PM,Active,FT,Eating & Drinking w/ Take Out,HE_Pass,09/07/2007 02:39:07 PM,19-4-501.18-.110,*,Wash Rinse Water Clean Proper Temperature.,09/07/2007 02:40:05 PM,Pass,2007-09-07 14:40:05,High temperature machine wash 125F and rinse 187F. Provide proper wash temperature.,270   HUNTINGTON  AV,BOSTON,MA,02125,,
Qdoba Mexican Eats No. 2207,,CHAIR 5 RESTAURANTS LLC,Qdoba Mexican Grill #,Attn: Restaurant Accounting,75515,01/05/2012 01:57:51 PM,12/31/2016 11:59:00 PM,Active,FT,Eating & Drinking w/ Take Out,HE_Fail,04/22/2011 10:00:19 AM,42-6-501.113/.114,*,Premises Maintained,04/22/2011 10:00:19 AM,Fail,,clean/organize basement,393   Huntington AV,Boston,MA,02115,157313,"(42.339776, -71.090882)"
Durgin Park Restaurant,,,Weinstein,Michael,24748,02/13/2012 11:17:17 AM,12/31/2016 11:59:00 PM,Active,FS,Eating & Drinking,HE_Fail,08/13/2014 12:10:17 PM,41-7-201/04.11,***,Separation/Sanitizer Criteria,08/13/2014 12:10:17 PM,Fail,,chlorine not registering @ 2 nd floor low temp. machine   repair,300  Faneuil Hall Marketplace,Boston,MA,02109,341035,"(42.360036, -71.056253)"
PHO 2000,,SCHIAVO BRUNO A TS,Dung Ngu,,76202,04/06/2012 12:14:16 PM,12/31/2016 11:59:00 PM,Active,FS,Eating & Drinking,HE_Pass,03/06/2013 01:24:07 PM,36-6-501.11-.12,*,Improper Maintenance of Floors,03/06/2013 01:24:07 PM,Pass,2013-03-06 15:43:00,Floors behinds cooking equipment soiled with grease and food. Clean,198   Adams ST,Dorchester,MA,02122,606,"(42.30224, -71.06)"
Prime Shoppe,,,Touarsi,Benemar,28544,02/08/2012 04:33:52 PM,12/31/2016 11:59:00 PM,Active,FT,Eating & Drinking w/ Take Out,HE_Fail,03/03/2014 11:40:41 AM,29-5-201/02.11,*,Installed and Maintained,03/03/2014 11:40:41 AM,Fail,,faucet leaking and handles broken  repair,104-112   Faneuil Hall Mkt,Boston,Ma,02109,,
Grille 705,,SEVEN-05 MASSACHUSETTS AVE,Antreassian,Sarkis,28817,01/31/2012 10:52:38 AM,12/31/2016 11:59:00 PM,Active,FT,Eating & Drinking w/ Take Out,HE_Pass,06/04/2009 11:59:27 AM,08-3-305-307.11,*,Food Protection,06/05/2009 08:27:18 AM,Pass,2009-06-05 08:27:18,provide covered/sealed container for croutons,705    Massachusetts AV,BOSTON,MA,02118,,
Chestnut Park at Cleveland Circle,,ET SUB CLEVELAND CIRCLE LLC,B-X Brighton L L C,,75173,01/19/2012 05:34:28 PM,12/31/2016 11:59:00 PM,Active,FS,Eating & Drinking,HE_Fail,09/30/2014 11:24:44 AM,03-3-501.16(A),***,Cold Holding,09/30/2014 11:24:44 AM,Fail,,The refrigerator on the third floor is reading 50F and two contaniers of milk are 46F and 47F.  Provide proper cold holding of 41F or below.,50   Sutherland RD,Brighton,MA,02135,133016,"(42.33799, -71.14993)"
CANTON HOUSE,,,LI TING LI PRESIDENT,,23526,02/01/2012 03:06:08 PM,12/31/2016 11:59:00 PM,Active,FT,Eating & Drinking w/ Take Out,HE_Fail,03/04/2010 01:47:36 PM,12-2-401.11-.12,***,Good Hygienic Practices,03/04/2010 01:47:36 PM,Fail,,Evidence of employee smoking in kitchen. Discontinue.,6  Hancock St,Dorchester,MA,02125,158300,"(42.315595, -71.065919)"
PERKIN'S SQ DELI,,ONE 06 DORCHESTER ST LLC,FALLON,JAMES,18439,12/19/2011 10:37:47 AM,12/31/2016 11:59:00 PM,Active,FT,Eating & Drinking w/ Take Out,HE_Pass,05/07/2015 12:25:19 PM,37-6-201.11,*,Walls/Ceilings Designed Constructed Installed,05/07/2015 12:25:19 PM,Pass,2015-05-08 08:43:51,clean walls opposite of the ice machine. RAemove buildup and keep walls clean at all times.,106   Dorchester ST,South Boston,MA,02127,48839,"(42.3352, -71.04583)"
Nicholas Sub & Pizza Shop,,NICHOLAS MARKOPOULOS,Kourtelidis,Nicholas,33364,01/17/2012 03:37:47 PM,12/31/2016 11:59:00 PM,Active,FT,Eating & Drinking w/ Take Out,HE_Hearing,05/31/2012 11:44:19 AM,16-4-501.11/.15,*,Dishwashng Facilities,05/31/2012 11:44:19 AM,Fail,,Ware washing sink missing dividers  repair or replace.,600   Hyde Park AV,Roslindale,MA,02131,156517,"(42.280027, -71.118658)"
PATS PIZZA,,LOWER MILLS RESTAURANT,LOWER MILLS RESTAURANT,GROUP LLC,24124,12/19/2011 11:01:23 AM,12/31/2016 11:59:00 PM,Active,FT,Eating & Drinking w/ Take Out,HE_Fail,04/27/2015 11:26:47 AM,37-6-501.11-.12,*,Improper Maintenance of Walls/Ceilings,04/27/2015 11:26:47 AM,Fail,,Small portion of ceiling in the basement area near the 3 bay sink appears to have some type of water damage. Make all of the necessary repairs.,2254   Dorchester AV,Dorchester,MA,02124,156905,"(42.273506, -71.067541)"
J J Foley's Cafe,,FOLEY JEREMIAH,J J Foley's Cafe,Inc.,27092,01/31/2012 06:21:48 PM,12/31/2016 11:59:00 PM,Active,FS,Eating & Drinking,HE_Fail,12/31/2009 12:48:15 PM,22-4-601/602.11,**,Food Contact Surfaces Clean,12/31/2009 12:48:15 PM,Fail,,,117   EAST BERKELEY,BOSTON,MA,02118,,
The Upper Crust,,PESIRIDIS THEODORE TRST,Shenefield,Shawn,90116,03/25/2013 02:37:01 PM,12/31/2016 11:59:00 PM,Active,FT,Eating & Drinking w/ Take Out,HE_Fail,03/28/2014 12:21:08 PM,35-6-501.111/.115,**,Insects  Rodents  Animals,03/28/2014 12:21:08 PM,Fail,,dry goods room/remove evidence of rodent droppings from floor,683   Tremont ST,Roxbury,MA,02118,137919,"(42.34156, -71.07662)"
Deli One,,,San Ko Inc.,,29195,01/05/2012 02:41:34 PM,12/31/2016 11:59:00 PM,Active,FT,Eating & Drinking w/ Take Out,HE_Pass,07/26/2010 02:01:32 PM,12-2-301.12-.15,***,Adequate Handwashing/Where/When/How,07/26/2010 02:01:32 PM,Pass,2010-07-27 08:16:20,Multiple staff observed wiping hands on aprons and equipment stored in handsink(?),85   ARCH ST ST,BOSTON,MA,02110,,
CANTON HOUSE,,,LI TING LI PRESIDENT,,23526,02/01/2012 03:06:08 PM,12/31/2016 11:59:00 PM,Active,FT,Eating & Drinking w/ Take Out,HE_Fail,03/06/2009 01:41:18 PM,31-5-204/05.11,***,Location  Accessible,03/09/2009 08:08:30 AM,Fail,,Hand sink being blocked by card board egg crates. Discontinue and ensure hand sink is accessible.,6  Hancock St,Dorchester,MA,02125,158300,"(42.315595, -71.065919)"
Grille 705,,SEVEN-05 MASSACHUSETTS AVE,Antreassian,Sarkis,28817,01/31/2012 10:52:38 AM,12/31/2016 11:59:00 PM,Active,FT,Eating & Drinking w/ Take Out,HE_Fail,12/08/2010 01:44:11 PM,22-4-601/602.11,**,Food Contact Surfaces Clean,12/08/2010 01:44:11 PM,Fail,,Cutting boards at front service station visibly soiled and scoared. Clean to remove.,705    Massachusetts AV,BOSTON,MA,02118,,
FLOUR BAKERY & CAFE,,,JOANNE CHANG,,21518,01/26/2012 03:07:20 PM,12/31/2016 11:59:00 PM,Active,FT,Eating & Drinking w/ Take Out,HE_Filed,06/11/2013 11:37:57 AM,21-3-304.14,*,Wiping Cloths  Clean  Sanitize,06/11/2013 11:37:57 AM,Pass,2013-06-11 15:15:04,properly store all wiping cloths in a sanitizing solution,1595   Washington ST,Roxbury,MA,02114,157458,"(42.338323, -71.07488)"
J J Foley's Cafe,,FOLEY JEREMIAH,J J Foley's Cafe,Inc.,27092,01/31/2012 06:21:48 PM,12/31/2016 11:59:00 PM,Active,FS,Eating & Drinking,HE_Fail,01/12/2009 01:45:58 PM,10-3-304.12,*,Food Utensil Storage,01/13/2009 08:42:11 AM,Fail,,Properly store all scoops.,117   EAST BERKELEY,BOSTON,MA,02118,,
PATS PIZZA,,LOWER MILLS RESTAURANT,LOWER MILLS RESTAURANT,GROUP LLC,24124,12/19/2011 11:01:23 AM,12/31/2016 11:59:00 PM,Active,FT,Eating & Drinking w/ Take Out,HE_Fail,03/11/2008 01:27:41 PM,08-3-305-307.11,*,Food Protection,03/12/2008 08:10:19 AM,Fail,,REMOVE FOOD FROM FREEZER FLOOR,2254   Dorchester AV,Dorchester,MA,02124,156905,"(42.273506, -71.067541)"
CANTON HOUSE,,,LI TING LI PRESIDENT,,23526,02/01/2012 03:06:08 PM,12/31/2016 11:59:00 PM,Active,FT,Eating & Drinking w/ Take Out,HE_Pass,05/20/2014 03:03:51 PM,24-4-904.11AB,*,Improper Storage of Re-usable Utensils,05/20/2014 03:03:51 PM,Pass,2014-05-21 09:50:37,"Wok stored on floor  elevate 6 to ""8 higher.",6  Hancock St,Dorchester,MA,02125,158300,"(42.315595, -71.065919)"
BUKHARA INDIAN BISTRO,,BRUCE THERESA,AMRIK SINGH PABLA,,21016,01/12/2012 03:33:18 PM,12/31/2016 11:59:00 PM,Active,FS,Eating & Drinking,HE_Fail,11/02/2012 11:21:40 AM,37-6-501.11-.12,*,Improper Maintenance of Walls/Ceilings,11/02/2012 11:21:40 AM,Fail,,BASEMENT KITCHEN  the hood over stoves does not have a HOOD / VENT  cleaning service tag-	PROVIDE  hood / vent cleaning service- from  a city of boston fire dept approved service company- list given by inspector-,701   Centre ST,Jamaica Plain,MA,02130,28172,"(42.31159, -71.11461)"
BUKHARA INDIAN BISTRO,,BRUCE THERESA,AMRIK SINGH PABLA,,21016,01/12/2012 03:33:18 PM,12/31/2016 11:59:00 PM,Active,FS,Eating & Drinking,HE_Fail,11/19/2013 11:49:43 AM,15-4-202.16,*,Non-Food Contact Surfaces,11/19/2013 11:49:43 AM,Fail,,Resurface rusted shelvi ng under all prep tables in the kitchen Replace worn wooden shelf being used to line the shelving for clean pots and pans,701   Centre ST,Jamaica Plain,MA,02130,28172,"(42.31159, -71.11461)"
Uno Due Go,,DRUKER BERTRAM A TRSTS,URC L L C,,74800,12/30/2011 01:59:52 PM,12/31/2016 11:59:00 PM,Active,FS,Eating & Drinking,HE_Pass,06/12/2013 10:35:06 AM,04-3-501.15/4-301.11,*,Inadequate Facilities/Cooling Methods,06/12/2013 10:35:06 AM,Pass,2013-06-13 08:45:47,The quinoa salad and fruit salads are cooling in the grab and go refrigerator.  Provide proper cooling methods to ensure that items are cooled from 140F to 70F in two hours and then from 70F to 41F in an additional four hours.,52   Summer ST,Boston,MA,02110,132025,"(42.35445, -71.05881)"
Uno Chicago Grill,,NICOLE E. ADAMS,NICOLE E. ADAMS,,19118,01/09/2012 03:55:20 PM,12/31/2016 11:59:00 PM,Active,FT,Eating & Drinking w/ Take Out,HE_Fail,06/19/2015 02:12:59 PM,23-4-602.13,*,Non-Food Contact Surfaces Clean,06/19/2015 02:12:59 PM,Fail,,Multiple areas including faucets  exteriors of paper towel dispensers and soap dispensers with heavy soil buildup. Exteriors and interiors of refrigerators with built up food soils- Clean with proper frequency.,270   HUNTINGTON  AV,BOSTON,MA,02125,,
Durgin Park Restaurant,,,Weinstein,Michael,24748,02/13/2012 11:17:17 AM,12/31/2016 11:59:00 PM,Active,FS,Eating & Drinking,HE_Fail,04/09/2013 10:43:32 AM,15-4-202.16,*,Non-Food Contact Surfaces,04/09/2013 10:43:32 AM,Fail,,Exposed wood on shelving.,300  Faneuil Hall Marketplace,Boston,MA,02109,341035,"(42.360036, -71.056253)"
No.  7 RESTAURANT,,,HUANG FAMILY INC.,REN XIANGHUANG  PRES.,25414,02/08/2012 04:32:36 PM,12/31/2016 11:59:00 PM,Active,FT,Eating & Drinking w/ Take Out,HE_Fail,01/10/2013 02:26:41 PM,40-6-305.11,*,Dressing Rooms Clean/Lockers Provided,01/10/2013 02:26:41 PM,Fail,,,225   Grove ST,West Roxbury,MA,02132,156965,"(42.261873, -71.15741)"
Durgin Park Restaurant,,,Weinstein,Michael,24748,02/13/2012 11:17:17 AM,12/31/2016 11:59:00 PM,Active,FS,Eating & Drinking,HE_Fail,12/11/2012 10:12:46 AM,15-4-202.16,*,Non-Food Contact Surfaces,12/11/2012 10:12:46 AM,Fail,,Resurface wooden shelving,300  Faneuil Hall Marketplace,Boston,MA,02109,341035,"(42.360036, -71.056253)"
EQUATOR RESTAURANT,,HOOPER FRANK III,SARAH PLABUTONG,,23186,12/16/2011 10:19:57 AM,12/31/2016 11:59:00 PM,Active,FS,Eating & Drinking,HE_FailExt,06/12/2014 02:28:58 PM,15-4-202.16,*,Non-Food Contact Surfaces,06/12/2014 02:28:58 PM,Fail,,repair all defective doorgaskets as needed...,1721   Washington ST,Roxbury,MA,02118,144411,"(42.337071, -71.076601)"
The Kitchen,,POCKEL JEANNE C TRSTS,Herritt,Scott,79722,06/13/2012 10:16:32 AM,12/31/2016 11:59:00 PM,Active,FS,Eating & Drinking,HE_Fail,03/19/2014 10:57:45 AM,M-3-603.11,***,Consumer Advisories,03/19/2014 10:57:45 AM,Fail,,Consumer advisory missing disclosure regarding Raw Animals Product and missing (*)  asterisk denoting raw animal product.,560   Tremont ST,Roxbury,MA,02118,137658,"(42.34363, -71.07176)"
J J Foley's Cafe,,FOLEY JEREMIAH,J J Foley's Cafe,Inc.,27092,01/31/2012 06:21:48 PM,12/31/2016 11:59:00 PM,Active,FS,Eating & Drinking,HE_Filed,03/15/2013 12:38:11 PM,36-6-501.11-.12,*,Improper Maintenance of Floors,03/15/2013 12:38:11 PM,Fail,,Clean the basin of the mop sink.,117   EAST BERKELEY,BOSTON,MA,02118,,
West Napoli Pizza,,VRATTOS SOCRATES TS,BARDHI,SOKOL,21409,06/06/2012 03:38:02 PM,12/31/2016 11:59:00 PM,Active,FT,Eating & Drinking w/ Take Out,HE_Filed,05/11/2015 01:29:58 PM,13-2-304/402.11,*,Clean Cloths  Hair Restraint,05/11/2015 01:29:58 PM,Fail,,Provide hair restraints for staff working with food.,1946  Centre St,West Roxbury,MA,02132,27764,"(42.28358, -71.15676)"
CANTON HOUSE,,,LI TING LI PRESIDENT,,23526,02/01/2012 03:06:08 PM,12/31/2016 11:59:00 PM,Active,FT,Eating & Drinking w/ Take Out,HE_Fail,06/26/2008 01:48:37 PM,08-3-305-307.11,*,Food Protection,06/27/2008 08:18:39 AM,Fail,,Raw onion's stored on ground in kitchen preparation area. Store elevated at least 6 inches off the ground. Broccoli and chicken stored on ground of cooler in basement. Store elevated at least 6 inches off the ground.,6  Hancock St,Dorchester,MA,02125,158300,"(42.315595, -71.065919)"
Dunkin' Donuts,,BARRY ASSOCS INC,JOSE S. COUTO,,19736,02/13/2012 10:14:41 AM,12/31/2016 11:59:00 PM,Active,FT,Eating & Drinking w/ Take Out,HE_Hearing,11/02/2015 02:27:45 PM,15-4-202.16,*,Non-Food Contact Surfaces,11/02/2015 02:27:45 PM,Fail,,Repair divider at hand sink next to prep table.,7   Walk Hill ST,Jamaica Plain,MA,02130,141731,"(42.29556, -71.1161)"
Burger King,,,MASTORAN CORP.,,19935,12/16/2011 09:50:24 AM,12/31/2016 11:59:00 PM,Active,FT,Eating & Drinking w/ Take Out,HE_Pass,06/20/2012 02:07:55 PM,21-3-304.14,*,Wiping Cloths  Clean  Sanitize,06/20/2012 02:07:55 PM,Pass,2012-06-20 15:20:38,provide proper storage of wiping cloths. Keep in a sanitizing solution when not in use.,944   Bennington ST,East Boston,MA,02128,155885,"(42.386166, -71.00953)"
EQUATOR RESTAURANT,,HOOPER FRANK III,SARAH PLABUTONG,,23186,12/16/2011 10:19:57 AM,12/31/2016 11:59:00 PM,Active,FS,Eating & Drinking,HE_Pass,05/18/2009 12:56:18 PM,15-4-202.16,*,Non-Food Contact Surfaces,05/18/2009 03:10:13 PM,Pass,2009-05-18 15:10:13,remove home tables/provide food service grade shelving for rice cooker,1721   Washington ST,Roxbury,MA,02118,144411,"(42.337071, -71.076601)"
CALIFORNIA PIZZA KITCHEN,,,CALIFORNIA PIZZA KITCHEN,INC. LIC.DIV.,19754,04/03/2012 01:47:18 PM,12/31/2016 11:59:00 PM,Active,FS,Eating & Drinking,HE_Filed,09/16/2013 11:34:44 AM,35-6-501.111/.115,**,Insects  Rodents  Animals,09/16/2013 11:34:44 AM,Pass,2013-09-16 15:20:10,bar/remove evidence of fruit flies dry goods room/soda storage and trash room/remove evidence of rodent droppings from gray tray dining room/remove evidence of rodent droppings from under seat cushions,800   Boylston ST,Boston,MA,02199,194357,"(42.34716, -71.08251)"
UNION OYSTER HOUSE,,MILANO JOSEPH A JR TRST,MILANO,JOSEPH A.,19089,12/14/2011 02:11:17 PM,12/31/2016 11:59:00 PM,Active,FS,Eating & Drinking,HE_Pass,05/07/2012 10:08:31 AM,23-4-602.13,*,Non-Food Contact Surfaces Clean,05/07/2012 10:08:31 AM,Pass,2012-05-08 07:23:26,1st floor kitchen -Clean underside of shelving over prep tables.,41  Union St,Boston,MA,02108,139293,"(42.36127, -71.05688)"
Dunkin Donuts,,ONE HUNDRED CAMBRIDGE STREET,DN Donuts Inc.,Danny Haddad,26507,01/11/2012 11:22:31 AM,12/31/2016 11:59:00 PM,Active,FT,Eating & Drinking w/ Take Out,HE_Filed,02/25/2013 12:08:26 PM,37-6-501.11-.12,*,Improper Maintenance of Walls/Ceilings,02/25/2013 12:08:26 PM,Fail,,Clean light shields,100   Cambridge ST,Boston,MA,02114,25222,"(42.360584, -71.062109)"
Nutter  McClennen & Fish LLP,,SODEXHO OPERATIONS  LLC,Flik International Corp,Compass Group,27665,01/18/2012 06:00:22 PM,12/31/2016 11:59:00 PM,Active,FS,Eating & Drinking,HE_Filed,10/16/2007 12:05:14 PM,37-6-501.11-.12,*,Improper Maintenance of Walls/Ceilings,10/16/2007 02:30:52 PM,Pass,2007-10-16 14:30:52,replace loose ceiling tile replace all stained ceiling tiles,155   SEAPORT LA,BOSTON,MA,02110,,
Durgin Park Restaurant,,,Weinstein,Michael,24748,02/13/2012 11:17:17 AM,12/31/2016 11:59:00 PM,Active,FS,Eating & Drinking,HE_Hearing,12/18/2012 11:47:43 AM,37-6-501.11-.12,*,Improper Maintenance of Walls/Ceilings,12/18/2012 11:47:43 AM,Fail,,Repair walls and stall wall,300  Faneuil Hall Marketplace,Boston,MA,02109,341035,"(42.360036, -71.056253)"
UNION OYSTER HOUSE,,MILANO JOSEPH A JR TRST,MILANO,JOSEPH A.,19089,12/14/2011 02:11:17 PM,12/31/2016 11:59:00 PM,Active,FS,Eating & Drinking,HE_Fail,08/12/2015 11:31:19 AM,38-6-202.11,*,Fixture's not properly shielded,08/12/2015 11:31:19 AM,Fail,,Cover lights above rear bar on the first floor that are located near the ice machine Replace all light bulbs that are not -[ tough skin ] located above the grill area on the first floor [ kitchen area that cooks burgers - chicken tenders ],41  Union St,Boston,MA,02108,139293,"(42.36127, -71.05688)"
CANTON HOUSE,,,LI TING LI PRESIDENT,,23526,02/01/2012 03:06:08 PM,12/31/2016 11:59:00 PM,Active,FT,Eating & Drinking w/ Take Out,HE_FailExt,03/05/2010 02:18:08 PM,03-3-501.16(A),***,Cold Holding,03/05/2010 02:18:08 PM,Pass,2010-03-08 08:00:12,Raw chicken wings at 59F and  ribs 60F. Discontinue and ensure all foods are kept at 40F and below. PIC stated they been left out for around 45 min.  and placed them in a refrigeration unit to maintain a temperature of 40F and below.,6  Hancock St,Dorchester,MA,02125,158300,"(42.315595, -71.065919)"
WINDY CITY AT ADAMS VILLAGE,,BAYTURK MUZAFFER,BAYTURK MUZAFFER,,19800,02/13/2012 10:40:46 AM,12/31/2016 11:59:00 PM,Active,FT,Eating & Drinking w/ Take Out,HE_Filed,10/21/2011 11:25:32 AM,23-4-602.13,*,Non-Food Contact Surfaces Clean,10/21/2011 11:25:32 AM,Pass,2011-10-24 08:31:54,clean reachins..clean all shelving...clean all cooking equipment...cleanm all sinks...,516   Gallivan BL,Dorchester,MA,02124,156552,"(42.282928, -71.055559)"
CANTON HOUSE,,,LI TING LI PRESIDENT,,23526,02/01/2012 03:06:08 PM,12/31/2016 11:59:00 PM,Active,FT,Eating & Drinking w/ Take Out,HE_FailExt,07/01/2008 12:10:03 PM,23-4-602.13,*,Non-Food Contact Surfaces Clean,07/01/2008 03:37:36 PM,Pass,2008-07-01 15:37:36,Interior of South Bend grill with heavy grease build-up. Clean to remove.  Interior of coffin style freezer with frost build. Defrost to  remove. Exterior of meat grinder heavily soiled. Clean to remove. Exteriors of rice  sauce and other food containers in kitchen area heavily soiled. Clean to remove. Shelf under meat slicer heavily soiled. Clean to remove.,6  Hancock St,Dorchester,MA,02125,158300,"(42.315595, -71.065919)"
Durgin Park Restaurant,,,Weinstein,Michael,24748,02/13/2012 11:17:17 AM,12/31/2016 11:59:00 PM,Active,FS,Eating & Drinking,HE_Pass,05/05/2011 11:48:25 AM,17-4-204.112/.115,*,Equipment Thermometers,05/05/2011 11:48:25 AM,Pass,2011-05-06 08:15:56,Provide thermometers for all refrigerators without one.,300  Faneuil Hall Marketplace,Boston,MA,02109,341035,"(42.360036, -71.056253)"
J J Foley's Cafe,,FOLEY JEREMIAH,J J Foley's Cafe,Inc.,27092,01/31/2012 06:21:48 PM,12/31/2016 11:59:00 PM,Active,FS,Eating & Drinking,HE_Filed,12/22/2014 11:39:20 AM,38-6-202.11,*,Fixture's not properly shielded,12/22/2014 11:39:20 AM,Pass,2014-12-22 15:32:02,kitchen/provide proper light shields,117   EAST BERKELEY,BOSTON,MA,02118,,
Durgin Park Restaurant,,,Weinstein,Michael,24748,02/13/2012 11:17:17 AM,12/31/2016 11:59:00 PM,Active,FS,Eating & Drinking,HE_Fail,12/30/2013 10:09:57 AM,37-6-501.11-.12,*,Improper Maintenance of Walls/Ceilings,12/30/2013 10:09:57 AM,Fail,,Clean ceiling  pipes and all attachments.,300  Faneuil Hall Marketplace,Boston,MA,02109,341035,"(42.360036, -71.056253)"
Finagle A Bagel,,,FINALGE A BAGEL,ATTN: Human Resources,20653,12/15/2011 10:47:55 AM,12/31/2016 11:59:00 PM,Active,FT,Eating & Drinking w/ Take Out,HE_Pass,10/14/2008 10:08:26 AM,17-4-302.14,*,Test Kit Provided,10/14/2008 03:20:29 PM,Pass,2008-10-14 15:20:29,Kitchen Provide test kit for sanitizer.,275   Cambridge ST,Boston,MA,02114,155973,"(42.361357, -71.068227)"
A K's Take Out & Delivery,,BOUKOUVALAS ATHENA TS,Saini,Jasbir,28531,12/20/2011 02:29:52 PM,12/31/2016 11:59:00 PM,Active,FT,Eating & Drinking w/ Take Out,HE_Fail,02/19/2009 10:46:57 AM,38-6-303.11,*,Inadequate Lighting,02/19/2009 03:32:37 PM,Fail,,soda storage/replace burnt out light,1427   Tremont ST,Mission Hill,MA,02120,136818,"(42.331858, -71.096333)"
SULLY'S PUB,,SULLIVAN JOHN,SULLIVAN,JOHN,18892,01/10/2012 12:05:50 PM,12/31/2016 11:59:00 PM,Active,FS,Eating & Drinking,HE_Pass,01/25/2008 12:05:33 PM,,,,,,,,85   Main ST,Charlestown,MA,02129,88685,"(42.373922, -71.062762)"
Cafeteria Y Pizzaria Mi Columbia,,,E.B. Crown Fried Chicken & Pizza Inc.,,124996,01/09/2014 01:41:04 PM,12/31/2016 11:59:00 PM,Active,FT,Eating & Drinking w/ Take Out,HE_Pass,12/23/2013 11:03:58 AM,,,,,,,,50   Maverick SQ,East Boston,MA,02128,92897,"(42.37017, -71.03868)"
