ADDRESS,OPERATION NAME,DATE OF INSPECTION,VIOLATION ITEM,VIOLATION DESCRIPTION,CRITICAL VIOLATION,TOTAL # CRITICAL VIOLATIONS,TOTAL # CRIT.  NOT CORRECTED ,TOTAL # NONCRITICAL VIOLATIONS,LOCAL HEALTH DEPARTMENT,COUNTY,FACILITY CODE,FACILITY ADDRESS,FACILITY CITY,FACILITY POSTAL ZIPCODE,NYSDOH GAZETTEER (1980),FACILITY MUNICIPALITY,PERMIT EXPIRATION DATE,FOOD SERVICE TYPE,FOOD SERVICE DESCRIPTION,PERMITTED  (D/B/A),PERMITTED  CORP. NAME,PERM. OPERATOR LAST NAME,PERM. OPERATOR FIRST NAME,NYS HEALTH OPERATION ID,INSPECTION TYPE,INSPECTION COMMENTS,FS FACILITY STATE,LATITUDE,LONGITUDE
ROCHESTER,NACCA'S BAKERY/Inactive,02/17/2011,11D,Non food contact surfaces of equipment not clean,Not Critical Violation,0,0,3,Monroe County,MONROE,270108703 ,,ROCHESTER,14611    ,270104,ROCHESTER,12/31/2012,Food Service Establishment,Bakery,,,,,667541,Inspection,,NY,,
ROCHESTER,CHINA BUFFET OF GREECE/Inactive,03/07/2011,11D,Non food contact surfaces of equipment not clean,Not Critical Violation,0,0,5,Monroe County,MONROE,275456001 ,,ROCHESTER,14626    ,270104,ROCHESTER,12/31/2013,Food Service Establishment,Restaurant,,,,,668484,Inspection,,NY,43.211649,-77.714266
ROCHESTER,CARMINE EXPRESS/Inactive,03/03/2011,11D,Non food contact surfaces of equipment not clean,Not Critical Violation,1,0,6,Monroe County,MONROE,270474501 ,,ROCHESTER,14606    ,270104,ROCHESTER,12/31/2012,Food Service Establishment,Restaurant,,,,,666698,Inspection,,NY,,
"1 RYAN ALLEY,  ROCHESTER",ONE RESTAURANT AND LOUNGE/Inactive,04/15/2011,11D,Non food contact surfaces of equipment not clean,Not Critical Violation,1,0,9,Monroe County,MONROE,270498801 ,1 RYAN ALLEY,ROCHESTER,14607    ,270104,ROCHESTER,12/31/2013,Food Service Establishment,Restaurant,,,,,668892,Inspection,,NY,43.155134,-77.595051
"3670 Mt Read BOULEVARD,  ROCHESTER",New Fong Kitchen/Inactive,05/02/2011,11D,Non food contact surfaces of equipment not clean,Not Critical Violation,0,0,3,Monroe County,MONROE,275465101 ,3670 Mt Read BOULEVARD,ROCHESTER,14616    ,270104,ROCHESTER,12/31/2012,Food Service Establishment,Restaurant,,,,,700305,Re-Inspection,,NY,43.225653,-77.658975
ROCHESTER,THE PITA PIT/Inactive,05/03/2011,11D,Non food contact surfaces of equipment not clean,Not Critical Violation,0,0,5,Monroe County,MONROE,270473501 ,,ROCHESTER,14604    ,270104,ROCHESTER,12/31/2014,Food Service Establishment,Restaurant,,,,,666761,Inspection,,NY,43.1558,-77.59737
HILTON,SPLITS/Inactive,05/23/2011,11D,Non food contact surfaces of equipment not clean,Not Critical Violation,0,0,3,Monroe County,MONROE,272305601 ,,HILTON,14468    ,272300,PARMA,12/31/2012,Food Service Establishment,Restaurant,,,,,666799,Inspection,,NY,,
"412 WEST RIDGE ROAD,  ROCHESTER",CHINESE HOMETOWN RESTAURANT/Inactive,06/17/2011,11D,Non food contact surfaces of equipment not clean,Not Critical Violation,0,0,5,Monroe County,MONROE,270552201 ,412 WEST RIDGE ROAD,ROCHESTER,14615    ,270104,ROCHESTER,12/31/2014,Food Service Establishment,Restaurant,,,,,764925,Re-Inspection,,NY,43.200171,-77.637949
NO. CHILI,CHINA KING/Inactive,07/18/2011,11D,Non food contact surfaces of equipment not clean,Not Critical Violation,1,0,3,Monroe County,MONROE,275113401 ,,NO. CHILI,14514    ,275106,CHILI,12/31/2013,Food Service Establishment,Restaurant,,,,,668173,Inspection,,NY,43.119615,-77.80698
"71 NORTH MAIN STREET,  FAIRPORT",FAIRPORT DONUTS/Inactive,06/29/2011,11D,Non food contact surfaces of equipment not clean,Not Critical Violation,0,0,4,Monroe County,MONROE,272516101 ,71 NORTH MAIN STREET,FAIRPORT,14450    ,272500,PERINTON,12/31/2012,Food Service Establishment,Restaurant,,,,,744152,Inspection,,NY,43.103751,-77.441955
BROCKPORT,FLASH'S TAVERN AND CATERING/Inactive/Inactive,08/25/2011,11D,Non food contact surfaces of equipment not clean,Not Critical Violation,1,0,5,Monroe County,MONROE,272812201 ,,BROCKPORT,14420    ,272800,SWEDEN,12/31/2012,Food Service Establishment,Restaurant,,,,,667976,Inspection,,NY,,
ROCHESTER,BETTY'S MT. READ DINER/Inactive,09/09/2011,11D,Non food contact surfaces of equipment not clean,Not Critical Violation,2,0,4,Monroe County,MONROE,270511701 ,,ROCHESTER,14606    ,270104,ROCHESTER,12/31/2013,Food Service Establishment,Restaurant,,,,,666485,Inspection,,NY,43.174007,-77.659659
"42 SOUTH MAIN STREET,  CHURCHVILLE",Paulette's Place/Inactive,07/06/2011,11D,Non food contact surfaces of equipment not clean,Not Critical Violation,0,,4,Monroe County,MONROE,272703101 ,42 SOUTH MAIN STREET,CHURCHVILLE,14428    ,272700,RIGA,12/31/2012,Food Service Establishment,Restaurant,,,,,666431,Inspection,,NY,,
"2445 LYELL ROAD,  ROCHESTER",BASISTY PIZZA INC./CORDELLO'S/Inactive,04/02/2012,11D,Non food contact surfaces of equipment not clean,Not Critical Violation,0,0,5,Monroe County,MONROE,275340801 ,2445 LYELL ROAD,ROCHESTER,14606    ,270104,ROCHESTER,12/31/2012,Food Service Establishment,Restaurant,,,,,796007,Inspection,,NY,,
"1330 MT. HOPE AVENUE,  ROCHESTER",MAMASAN'S NOODLE CAFE/Inactive/Inactive,04/10/2012,11D,Non food contact surfaces of equipment not clean,Not Critical Violation,0,0,8,Monroe County,MONROE,270544901 ,1330 MT. HOPE AVENUE,ROCHESTER,14620    ,270104,ROCHESTER,12/31/2012,Food Service Establishment,Restaurant,,,,,741522,Inspection,,NY,,
"58 LOWELL STREET,  ROCHESTER",JUDY'S TAKEOUT/CATERING/Inactive,04/12/2012,11D,Non food contact surfaces of equipment not clean,Not Critical Violation,0,0,5,Monroe County,MONROE,270556301 ,58 LOWELL STREET,ROCHESTER,14605    ,270104,ROCHESTER,12/31/2014,Food Service Establishment,Restaurant,,,,,785520,Inspection,,NY,43.169352,-77.614744
ROCHESTER,COOPER DELI/Inactive/Inactive,03/28/2012,11D,Non food contact surfaces of equipment not clean,Not Critical Violation,0,0,7,Monroe County,MONROE,275739401 ,,ROCHESTER,14617    ,270104,ROCHESTER,12/31/2012,Food Service Establishment,Restaurant,,,,,668878,Inspection,,NY,,
ROCHESTER,CHINA BUFFET OF GREECE/Inactive,03/21/2012,11D,Non food contact surfaces of equipment not clean,Not Critical Violation,0,0,1,Monroe County,MONROE,275456001 ,,ROCHESTER,14626    ,270104,ROCHESTER,12/31/2013,Food Service Establishment,Restaurant,,,,,668484,Re-Inspection,,NY,43.211649,-77.714266
"1631 Lyell  AVENUE,  ROCHESTER",TIM HORTONS/Inactive,03/05/2012,11D,Non food contact surfaces of equipment not clean,Not Critical Violation,0,0,3,Monroe County,MONROE,270526201 ,1631 Lyell  AVENUE,ROCHESTER,14606    ,270104,ROCHESTER,12/31/2014,Food Service Establishment,Restaurant,,,,,683679,Inspection,,NY,43.164615,-77.668956
"3585 BUFFALO ROAD,  ROCHESTER",GATES HOTS/Inactive,03/08/2012,11D,Non food contact surfaces of equipment not clean,Not Critical Violation,0,0,2,Monroe County,MONROE,275340701 ,3585 BUFFALO ROAD,ROCHESTER,14624    ,270104,ROCHESTER,12/31/2012,Food Service Establishment,Restaurant,,,,,792193,Re-Inspection,,NY,43.138778,-77.753542
"125 EAST  MAIN STREET,  ROCHESTER",HYATT REGENCY ROCHESTER/CATERING/Inactive,03/02/2012,11D,Non food contact surfaces of equipment not clean,Not Critical Violation,0,0,5,Monroe County,MONROE,270305501 ,125 EAST  MAIN STREET,ROCHESTER,14604    ,270104,ROCHESTER,12/31/2016,Food Service Establishment,Restaurant,,,,,666572,Inspection,,NY,43.156557,-77.608774
E. ROCHESTER,SURACE'S PIZZA + SUBS/Inactive,01/26/2012,11D,Non food contact surfaces of equipment not clean,Not Critical Violation,0,0,4,Monroe County,MONROE,272402201 ,,E. ROCHESTER,14445    ,272400,PERINTON,12/31/2015,Food Service Establishment,Restaurant,,,,,666582,Inspection,,NY,43.115501,-77.494608
ROCHESTER,KODAK - NEXPRESS BLDG. 11/Inactive,02/02/2012,11D,Non food contact surfaces of equipment not clean,Not Critical Violation,2,0,5,Monroe County,MONROE,275302306 ,,ROCHESTER,14624    ,270104,ROCHESTER,12/31/2012,Food Service Establishment,Restaurant,,,,,666703,Inspection,,NY,43.1553,-77.753876
ROCHESTER,PAPA JOHNS PIZZA (1533)/Inactive,01/31/2012,11D,Non food contact surfaces of equipment not clean,Not Critical Violation,1,0,4,Monroe County,MONROE,275645501 ,,ROCHESTER,14623    ,270104,ROCHESTER,12/31/2014,Food Service Establishment,Restaurant,,,,,668009,Inspection,,NY,43.07362,-77.606957
"298 EXCHANGE BOULEVARD,  ROCHESTER",NEW TAJ INDIA CUISINE/Inactive,02/22/2012,11D,Non food contact surfaces of equipment not clean,Not Critical Violation,1,0,7,Monroe County,MONROE,270544401 ,298 EXCHANGE BOULEVARD,ROCHESTER,14608    ,270104,ROCHESTER,12/31/2013,Food Service Establishment,Restaurant,,,,,740853,Re-Inspection,,NY,43.149974,-77.61112
"416 Manitou ROAD,  HILTON",DOCKSIDERS/Inactive,04/19/2012,11D,Non food contact surfaces of equipment not clean,Not Critical Violation,0,0,4,Monroe County,MONROE,272307201 ,416 Manitou ROAD,HILTON,14468    ,272300,PARMA,12/31/2014,Food Service Establishment,Restaurant,,,,,695771,Re-Inspection,,NY,43.30577,-77.748655
"1490 HUDSON AVENUE,  ROCHESTER",McDONALD'S/Inactive,04/20/2012,11D,Non food contact surfaces of equipment not clean,Not Critical Violation,0,0,9,Monroe County,MONROE,270529401 ,1490 HUDSON AVENUE,ROCHESTER,14621    ,270104,ROCHESTER,12/31/2015,Food Service Establishment,Restaurant,,,,,693287,Inspection,,NY,43.193853,-77.599931
ROCHESTER,LJ'S RESTAURANT/Inactive,04/20/2012,11D,Non food contact surfaces of equipment not clean,Not Critical Violation,2,0,3,Monroe County,MONROE,270490801 ,,ROCHESTER,14619    ,270104,ROCHESTER,12/31/2015,Food Service Establishment,Restaurant,,,,,668828,Re-Inspection,,NY,43.137849,-77.650895
"1118  MONROE AVENUE,  ROCHESTER",LIVING ROOM CAFE/Inactive/Inactive,05/02/2012,11D,Non food contact surfaces of equipment not clean,Not Critical Violation,0,0,7,Monroe County,MONROE,270545801 ,1118  MONROE AVENUE,ROCHESTER,14620    ,270104,ROCHESTER,12/31/2012,Food Service Establishment,Restaurant,,,,,745111,Inspection,,NY,,
"478  PORTLAND AVENUE,  ROCHESTER",AS GOOD AS IT GETS/Inactive,05/09/2012,11D,Non food contact surfaces of equipment not clean,Not Critical Violation,0,0,2,Monroe County,MONROE,270562201 ,478  PORTLAND AVENUE,ROCHESTER,14605    ,270104,ROCHESTER,12/31/2015,Food Service Establishment,Restaurant,,,,,796003,Inspection,,NY,43.174455,-77.59183
FAIRPORT,CATERING TO YOU/Inactive,06/20/2012,11D,Non food contact surfaces of equipment not clean,Not Critical Violation,0,0,3,Monroe County,MONROE,272500809 ,,FAIRPORT,14450    ,272500,PERINTON,12/31/2013,Food Service Establishment,Catering Operation,,,,,668458,Inspection,,NY,43.09663,-77.43294
PITTSFORD,BRUEGGERS BAGEL BAKERY/Inactive,07/03/2012,11D,Non food contact surfaces of equipment not clean,Not Critical Violation,0,0,5,Monroe County,MONROE,276300303 ,,PITTSFORD,14534    ,272600,PITTSFORD,12/31/2013,Food Service Establishment,Bakery,,,,,666376,Inspection,,NY,43.060576,-77.475608
"350 STATE STREET,  ROCHESTER",SAMBA CAFE-AUTHENTIC BRAZILIAN/Inactive,07/17/2012,11D,Non food contact surfaces of equipment not clean,Not Critical Violation,1,0,6,Monroe County,MONROE,270554101 ,350 STATE STREET,ROCHESTER,14614    ,270104,ROCHESTER,12/31/2014,Food Service Establishment,Restaurant,,,,,770367,Inspection,,NY,43.16136,-77.619172
ROCHESTER,PAYCHEX/Inactive,07/31/2012,11D,Non food contact surfaces of equipment not clean,Not Critical Violation,1,0,3,Monroe County,MONROE,276100206 ,,ROCHESTER,14625    ,270104,ROCHESTER,12/31/2015,Food Service Establishment,Restaurant,,,,,667644,Re-Inspection,,NY,43.125306,-77.490448
"38 ST. PAUL STREET,  ROCHESTER",JAMAICAN CUSINE RESTAURANT/Inactive,08/09/2012,11D,Non food contact surfaces of equipment not clean,Not Critical Violation,0,0,7,Monroe County,MONROE,270547401 ,38 ST. PAUL STREET,ROCHESTER,14604    ,270104,ROCHESTER,12/31/2012,Food Service Establishment,Restaurant,,,,,751958,Re-Inspection,,NY,43.157412,-77.609158
"220 PARK POINT DRIVE,  ROCHESTER",T C RILEY'S/Inactive,09/04/2012,11D,Non food contact surfaces of equipment not clean,Not Critical Violation,0,0,15,Monroe County,MONROE,275660901 ,220 PARK POINT DRIVE,ROCHESTER,14623    ,270104,ROCHESTER,12/31/2014,Food Service Establishment,Restaurant,,,,,730946,Re-Inspection,,NY,43.09951,-77.65399
ROCHESTER,SCUTTLEBUTTS/Inactive,09/12/2012,11D,Non food contact surfaces of equipment not clean,Not Critical Violation,2,0,16,Monroe County,MONROE,270362501 ,,ROCHESTER,14612    ,270104,ROCHESTER,12/31/2014,Food Service Establishment,Restaurant,,,,,667364,Inspection,,NY,43.250782,-77.611011
"500 JOSEPH C WILSON  BOULEVARD,  ROCHESTER",SIGMA CHI FRATERNITY/Inactive,09/17/2012,11D,Non food contact surfaces of equipment not clean,Not Critical Violation,1,0,26,Monroe County,MONROE,270142801 ,500 JOSEPH C WILSON  BOULEVARD,ROCHESTER,14620    ,270104,ROCHESTER,12/31/2012,Food Service Establishment,Restaurant,,,,,666621,Inspection,,NY,,
"3579 MT. READ BOULEVARD,  ROCHESTER",MEL'S DINER/Inactive,10/16/2012,11D,Non food contact surfaces of equipment not clean,Not Critical Violation,3,0,14,Monroe County,MONROE,275469501 ,3579 MT. READ BOULEVARD,ROCHESTER,14612    ,270104,ROCHESTER,12/31/2015,Food Service Establishment,Restaurant,,,,,785285,Inspection,,NY,43.223971,-77.659115
"35 SOUTH WASHINGTON STREET,  ROCHESTER",PILLARS/Inactive,10/19/2012,11D,Non food contact surfaces of equipment not clean,Not Critical Violation,0,0,9,Monroe County,MONROE,270568101 ,35 SOUTH WASHINGTON STREET,ROCHESTER,14614    ,270104,ROCHESTER,12/31/2013,Food Service Establishment,Restaurant,,,,,818188,Inspection,,NY,43.153491,-77.616413
"225 KENNETH DRIVE,  HENRIETTA",PA'S PLACE/Inactive,10/26/2012,11D,Non food contact surfaces of equipment not clean,Not Critical Violation,1,0,2,Monroe County,MONROE,275657101 ,225 KENNETH DRIVE,HENRIETTA,14467    ,275603,HENRIETTA,12/31/2012,Food Service Establishment,Restaurant,,,,,672044,Inspection,,NY,,
ROCHESTER,CHINATOWN RESTAURANT/Inactive,11/14/2012,11D,Non food contact surfaces of equipment not clean,Not Critical Violation,0,0,3,Monroe County,MONROE,275427301 ,,ROCHESTER,14626    ,270104,ROCHESTER,12/31/2013,Food Service Establishment,Restaurant,,,,,666377,Inspection,,NY,43.21531,-77.729721
"777 SOUTH PLYMOUTH AVENUE,  ROCHESTER",PITA MUNCHEEZ/Inactive,11/15/2012,11D,Non food contact surfaces of equipment not clean,Not Critical Violation,0,0,2,Monroe County,MONROE,270569101 ,777 SOUTH PLYMOUTH AVENUE,ROCHESTER,14608    ,270104,ROCHESTER,12/31/2013,Food Service Establishment,Restaurant,,,,,820648,Re-Inspection,,NY,,
BROCKPORT,THE GARLAND HOUSE/Dormant/Inactive,11/15/2012,11D,Non food contact surfaces of equipment not clean,Not Critical Violation,0,0,5,Monroe County,MONROE,276003101 ,,BROCKPORT,14420    ,272800,SWEDEN,12/31/2013,Food Service Establishment,Restaurant,,,,,667904,Re-Inspection,,NY,43.225315,-77.890251
"276 SMITH STREET,  ROCHESTER",SANDRA'S SALOON/Inactive,12/11/2012,11D,Non food contact surfaces of equipment not clean,Not Critical Violation,0,0,1,Monroe County,MONROE,270466701 ,276 SMITH STREET,ROCHESTER,14608    ,270104,ROCHESTER,12/31/2015,Food Service Establishment,Restaurant,,,,,668125,Inspection,,NY,43.164294,-77.623688
ROCHESTER,QUIZNOS SUB/Inactive,11/20/2008,11D,Non food contact surfaces of equipment not clean,Not Critical Violation,0,0,2,Monroe County,MONROE,270494601 ,,ROCHESTER,14620    ,270104,ROCHESTER,12/31/2010,Food Service Establishment,Restaurant,,,,,668858,Inspection,,NY,,
"515 EAST RIDGE ROAD,  ROCHESTER",TASTE OF CHINA/Inactive,12/12/2012,11D,Non food contact surfaces of equipment not clean,Not Critical Violation,1,0,4,Monroe County,MONROE,275741801 ,515 EAST RIDGE ROAD,ROCHESTER,14621    ,270104,ROCHESTER,12/31/2015,Food Service Establishment,Restaurant,,,,,666545,Inspection,,NY,43.195411,-77.60464
ROCHESTER,MONTY'S KROWN/Inactive,12/18/2012,11D,Non food contact surfaces of equipment not clean,Not Critical Violation,0,0,6,Monroe County,MONROE,270416301 ,,ROCHESTER,14620    ,270104,ROCHESTER,12/31/2012,Food Service Establishment,Restaurant,,,,,666206,Re-Inspection,,NY,43.14182,-77.585523
ROCHESTER,CRITIC'S RESTAURANT/Inactive,02/04/2013,11D,Non food contact surfaces of equipment not clean,Not Critical Violation,0,0,4,Monroe County,MONROE,270215501 ,,ROCHESTER,14611    ,270104,ROCHESTER,12/31/2013,Food Service Establishment,Restaurant,,,,,666391,Inspection,,NY,43.15018,-77.636629
"123 SOUTH SOUTH UNION STREET,  SPENCERPORT",CAFE MACCHIATO/Inactive,02/21/2013,11D,Non food contact surfaces of equipment not clean,Not Critical Violation,0,0,6,Monroe County,MONROE,272211401 ,123 SOUTH SOUTH UNION STREET,SPENCERPORT,14559    ,272200,OGDEN,12/31/2015,Food Service Establishment,Restaurant,,,,,748571,Inspection,,NY,43.192267,-77.800688
"35 SOUTH WASHINGTON STREET,  ROCHESTER",PILLARS/Inactive,02/22/2013,11D,Non food contact surfaces of equipment not clean,Not Critical Violation,1,0,4,Monroe County,MONROE,270568101 ,35 SOUTH WASHINGTON STREET,ROCHESTER,14614    ,270104,ROCHESTER,12/31/2013,Food Service Establishment,Restaurant,,,,,818188,Inspection,,NY,43.153491,-77.616413
"499 LYELL AVENUE,  ROCHESTER",MOJOE'S HOT & SUBS/Inactive,02/04/2013,11D,Non food contact surfaces of equipment not clean,Not Critical Violation,0,0,8,Monroe County,MONROE,270571701 ,499 LYELL AVENUE,ROCHESTER,14606    ,270104,ROCHESTER,12/31/2015,Food Service Establishment,Restaurant,,,,,824880,Inspection,,NY,,
"70 LINDEN OAKS DRIVE,  ROCHESTER",MICHELLE'S CAFE/Inactive,03/21/2013,11D,Non food contact surfaces of equipment not clean,Not Critical Violation,0,0,2,Monroe County,MONROE,276132001 ,70 LINDEN OAKS DRIVE,ROCHESTER,14625    ,270104,ROCHESTER,12/31/2015,Food Service Establishment,Restaurant,,,,,753123,Inspection,,NY,43.124227,-77.52002
ROCHESTER,ALEXANDER DONUTS INC. D/B/A DUNKIN D/Inactive,04/01/2013,11D,Non food contact surfaces of equipment not clean,Not Critical Violation,0,0,5,Monroe County,MONROE,270464801 ,,ROCHESTER,14606    ,270104,ROCHESTER,12/31/2013,Food Service Establishment,Restaurant,,,,,668274,Inspection,,NY,43.164685,-77.647184
"87 NORTH CLINTON AVENUE,  ROCHESTER",AMRTAM CAFE/Inactive,04/15/2013,11D,Non food contact surfaces of equipment not clean,Not Critical Violation,2,0,9,Monroe County,MONROE,270573901 ,87 NORTH CLINTON AVENUE,ROCHESTER,14604    ,270104,ROCHESTER,12/31/2013,Food Service Establishment,Restaurant,,,,,830838,Inspection,,NY,,
ROCHESTER,CLUBHOUSE AT GENESEE VALLEY GOLF CL./Inactive,05/03/2013,11D,Non food contact surfaces of equipment not clean,Not Critical Violation,2,1,2,Monroe County,MONROE,270381101 ,,ROCHESTER,14623    ,270104,ROCHESTER,12/31/2014,Food Service Establishment,Restaurant,,,,,667523,Inspection,,NY,43.113381,-77.652816
ROCHESTER,PONTILLO'S PIZZA/Inactive,06/05/2013,11D,Non food contact surfaces of equipment not clean,Not Critical Violation,0,0,6,Monroe County,MONROE,275430801 ,,ROCHESTER,14612    ,270104,ROCHESTER,12/31/2013,Food Service Establishment,Restaurant,,,,,667550,Re-Inspection,,NY,43.253297,-77.714833
"4300 Culver ROAD,  ROCHESTER",Mastrella's Irondequoit Steak House/Inactive,06/13/2013,11D,Non food contact surfaces of equipment not clean,Not Critical Violation,0,0,2,Monroe County,MONROE,275709301 ,4300 Culver ROAD,ROCHESTER,14622    ,270104,ROCHESTER,12/31/2014,Food Service Establishment,Restaurant,,,,,700273,Inspection,,NY,43.226851,-77.547131
FAIRPORT,MAPLEWOOD ESTATES/Inactive,06/18/2013,11D,Non food contact surfaces of equipment not clean,Not Critical Violation,0,0,4,Monroe County,MONROE,272510101 ,,FAIRPORT,14450    ,272500,PERINTON,12/31/2015,Food Service Establishment,Restaurant,,,,,667707,Inspection,,NY,43.078736,-77.474994
"135 W. COMMERCIAL STREET,  EAST ROCHESTER",Bistro 135 Inc./Inactive,07/24/2013,11D,Non food contact surfaces of equipment not clean,Not Critical Violation,0,0,2,Monroe County,MONROE,272414801 ,135 W. COMMERCIAL STREET,EAST ROCHESTER,14445    ,270000,MONROE COUNTY,12/31/2014,Food Service Establishment,Restaurant,,,,,666441,Inspection,,NY,43.113399,-77.486593
"326 GREECE RIDGE CENTER DRIVE,  ROCHESTER",INTERNATIONAL BUFFET/Inactive,09/04/2013,11D,Non food contact surfaces of equipment not clean,Not Critical Violation,1,0,4,Monroe County,MONROE,275469401 ,326 GREECE RIDGE CENTER DRIVE,ROCHESTER,14626    ,270104,ROCHESTER,12/31/2013,Food Service Establishment,Restaurant,,,,,782365,Inspection,,NY,43.207742,-77.692194
"1190 CHILI AVENUE,  ROCHESTER","WISHING WELL PARTY HOUSE, INC./Inactive",09/27/2013,11D,Non food contact surfaces of equipment not clean,Not Critical Violation,0,0,7,Monroe County,MONROE,275328401 ,1190 CHILI AVENUE,ROCHESTER,14624    ,270104,ROCHESTER,12/31/2015,Food Service Establishment,Restaurant,,,,,668174,Inspection,,NY,43.139704,-77.667619
ROCHESTER,ROBERTS WESLEYAN COLLEGE/Inactive,10/02/2013,11D,Non food contact surfaces of equipment not clean,Not Critical Violation,4,0,4,Monroe County,MONROE,275101202 ,,ROCHESTER,14624    ,270104,ROCHESTER,12/31/2015,Institutional Food Service,School K-12 Food Service,,,,,668417,Inspection,,NY,43.126702,-77.798929
"616A PITTSFORD-VICTOR ROAD,  PITTSFORD",BASIN BEAN/Inactive,10/07/2013,11D,Non food contact surfaces of equipment not clean,Not Critical Violation,0,0,2,Monroe County,MONROE,276314801 ,616A PITTSFORD-VICTOR ROAD,PITTSFORD,14534    ,272600,PITTSFORD,12/31/2014,Food Service Establishment,Restaurant,,,,,788148,Inspection,,NY,43.06205,-77.478984
"3641 Dewey AVENUE,  ROCHESTER",Blue Ocean Japanese Restaurant/Inactive,10/17/2013,11D,Non food contact surfaces of equipment not clean,Not Critical Violation,1,0,7,Monroe County,MONROE,275466101 ,3641 Dewey AVENUE,ROCHESTER,14616    ,270104,ROCHESTER,12/31/2015,Food Service Establishment,Restaurant,,,,,718484,Inspection,,NY,43.236489,-77.646935
"2680 WEST RIDGE ROAD,  ROCHESTER",TONY'S BIRDLAND & PIZZERIA/Inactive,10/22/2013,11D,Non food contact surfaces of equipment not clean,Not Critical Violation,0,0,3,Monroe County,MONROE,275469901 ,2680 WEST RIDGE ROAD,ROCHESTER,14626    ,270104,ROCHESTER,12/31/2014,Food Service Establishment,Restaurant,,,,,788354,Re-Inspection,,NY,43.210257,-77.700098
