FACILITY,ADDRESS,LAST INSPECTED,VIOLATIONS,TOTAL # CRITICAL VIOLATIONS,TOTAL #CRIT.  NOT CORRECTED ,TOTAL # NONCRITICAL VIOLATIONS,DESCRIPTION, LOCAL HEALTH DEPARTMENT,COUNTY,FACILITY ADDRESS,CITY,ZIP CODE,NYSDOH GAZETTEER (1980),MUNICIPALITY,OPERATION NAME,PERMIT EXPIRATION DATE,PERMITTED  (D/B/A),PERMITTED  CORP. NAME,PERM. OPERATOR LAST NAME,PERM. OPERATOR FIRST NAME,NYS HEALTH OPERATION ID,INSPECTION TYPE,INSPECTION COMMENTS,FOOD SERVICE FACILITY STATE,Location1
"GRANDVIEW, THE","176 RINALDI BOULEVARD,  POUGHKEEPSIE",04/29/2016,"Item 10B-   Non-food contact surfaces and equipment are improperly designed, constructed, installed, maintained (equipment not readily accessible for cleaning, surface not smooth finish); ",0,0,1,Food Service Establishment - Restaurant/Catering Operation,Dutchess County,DUTCHESS,176 RINALDI BOULEVARD,POUGHKEEPSIE,12601    ,130200,POUGHKEEPSIE,THE GRANDVIEW,08/31/2016,,POUGHKEEPSIE LANDING LLC,BONURA JR.,JOSEPH,551410,Re-Inspection,Dishwasher is a high temp unit with a chlorine sanitizer. Unit has been service/repaired. Walkin cooler floor is still pending repair.,NY,"(41.697787, -73.938826)"
YOGEN FRUZ                          ,"1900 MILITARY ROAD - STE 52B,  NIAGARA FALLS",04/29/2016,No violations found.,0,0,0,Food Service Establishment - Frozen Desserts,Niagara County,NIAGARA, 1900 MILITARY ROAD - STE 52B  ,NIAGARA FALLS,14304    ,315500,NIAGARA,Yogen Fruz,04/30/2016,,Nivesh R. LLC,Rohan,Rathini,860910,Inspection,"Food testing thermometer ok, hand barriers ok, quat sanitizer ok, 3 bay sink ok, coolers <45°f, walk in freezer ok, handwash sink ok, restrooms ok, choking ok, permit ok",NY,"(43.099006, -78.97679)"
ALFREDO'S CATERING                  ,"500 NEELYTOWN ROAD,  MONTGOMERY",04/29/2016,No violations found.,0,0,0,Food Service Establishment - Food Service Establishment,Orange County,ORANGE,500 NEELYTOWN ROAD,MONTGOMERY,12549    ,356100,MONTGOMERY,Alfredo's Catering,05/31/2016,,Alfredo's Catering Inc.,Lopez,Amelia,864430,Inspection,,NY,"(41.491321, -74.231946)"
CHINA CITY WOK                      ,"15 TRIEBLE AVENUE,  BALLSTON SPA",04/29/2016,"Item  2E-  Critical Violation [RED] Accurate thermometers not available or used to evaluate potentially hazardous food temperatures during cooking, cooling, reheating and holding.; Item  8A-   Food not protected during storage, preparation, display, transportation and service, from potential sources of contamination (e.g., food uncovered, mislabeled, stored on floor, missing or inadequate sneeze guards, food containers double stacked); Item  8F-   Improper thawing procedures used; Item 12C-   Plumbing and sinks not properly sized, installed, maintained; equipment and floors not properly drained; Item 12E-   Handwashing facilities inaccessible, improperly located, dirty, in disrepair, improper fixtures, soap, and single service towels or hand drying devices missing; Item 15A-   Floors, walls, ceilings, not smooth, properly constructed, in disrepair, dirty surfaces; ",1,0,7,Food Service Establishment - Food Service Establishment,Glens Falls District Office,SARATOGA,15 TRIEBLE AVENUE,BALLSTON SPA,12020    ,452001,MILTON,CHINA CITY WOK,09/30/2017,,"CHINA CITY WOK, INC.",HU,JIAN QIN,912218,Inspection,"All hot holding items temped at 140F or more and all cold holding items temped at 45F or less.  Facility was properly cooling cooked wontons on sheet pans in the walk-in cooler. 
All violations to be corrected or enforcement actions may be pursued.  Service receipt for the drain line must be submitted to NYSDOH GFDO by 6/1/16.",NY,"(43.045936, -73.851566)"
OUTBACK STEAKHOUSE - CLIFTON PARK   ,"610 OLD ROUTE 146,  CLIFTON PARK",04/29/2016,"Item  5B-  Critical Violation [RED] Potentially hazardous foods are not cooled by an approved method where the food temperature can be reduced from 120oF to 70oF or less within two hours and 70oF to 45oF within four hours.; Item 10B-   Non-food contact surfaces and equipment are improperly designed, constructed, installed, maintained (equipment not readily accessible for cleaning, surface not smooth finish); Item 15A-   Floors, walls, ceilings, not smooth, properly constructed, in disrepair, dirty surfaces; ",1,0,3,Food Service Establishment - Food Service Establishment,Glens Falls District Office,SARATOGA,610 OLD ROUTE 146  ,CLIFTON PARK,12065    ,455200,CLIFTON PARK,OUTBACK  STEAKHOUSE - CLIFTON PARK,03/31/2018,,"OUTBACK STEAKHOUSE OF FLORIDA, LLC.","Prestidge, Mgr.",Michael,740760,Inspection,"All violations to be corrected by 5/15/16.  Failure to do so may result in enforcement action.
Contact Megan (Megan.hughes@health.ny.gov) with any questions.",NY,"(42.86387, -73.778611)"
NORDSTROM - MARKETPLACE CAFE        ,"125 WESTCHESTER AVENUE,  WHITE PLAINS",02/28/2008,No violations found.,,,,Food Service Establishment - Frozen Desserts,Westchester County,WESTCHESTER,125 WESTCHESTER AVENUE,WHITE PLAINS,10601    ,590203,WHITE PLAINS,NORDSTROM - MARKETPLACE CAFE - FROZEN DESSERT,03/31/2017,,,,,458735,Inspection,,NY,"(41.032459, -73.758541)"
OUR CHILDRENS PLACE- CANANDAIGUA    ,"55 WILCOX LANE,  CANANDAIGUA",05/24/2013,Item  8E-   Accurate thermometers not available or used to evaluate refrigerated or heated storage temperatures; ,0,0,1,Institutional Food Service - Day Care Center Food Service,Geneva District Office,ONTARIO,55 WILCOX LANE,CANANDAIGUA,14424    ,342900,CANANDAIGUA,OUR CHILDRENS PLACE - CANANDAIGUA,,,,COORD. CHILD DEV.,ONTARIO CO ,326681,Inspection,,NY,"(42.89063, -77.286669)"
UPSTATE CONCERT HALL                ,"1208 ROUTE 146,  CLIFTON PARK",07/10/2013,No violations found.,0,0,0,Food Service Establishment - Food Service Establishment,Glens Falls District Office,SARATOGA,1208 ROUTE 146  ,CLIFTON PARK,12065    ,455200,CLIFTON PARK,UPSTATE  CONCERT HALL,03/31/2018,,"UPSTATE SHOWS, INC.",LEVINSTONE,STANLEY,801107,Inspection,,NY,"(42.870031, -73.821833)"
CATHOLIC CHAR. SFP - MCGRAW COMM. BL,"15 CLINTON STREET,  MCGRAW",07/08/2013,No violations found.,0,0,0,SED Summer Feeding Prog. - SED Satellite Feeding Site,Cortland County,CORTLAND, 15 CLINTON STREET  ,MCGRAW,13101    ,112100,CORTLANDVILLE,CATHOLIC CHAR. SFP - MCGRAW COMM. BL,08/23/2013,,CATHOLIC CHARITIES,PHELPS,ANN MARIE,731839,Inspection,,NY,"(42.594974, -76.092348)"
GREY FOX BLUEGRASS FESTIVAL         ,"1 POULTNEY ROAD,  OAK HILL",07/19/2013,No violations found.,0,0,0,Food Service Establishment - Food Service Establishment,Oneonta District Office,GREENE,1 POULTNEY ROAD,OAK HILL,12460    ,195500,DURHAM,Upper Meadow Food Service,07/31/2015,,,,,701058,Inspection,,NY,"(42.405703, -74.156037)"
"MAINE ENDWELL BASEBALL, INC.        ","ROUTE 26,  MAINE",07/15/2013,No violations found.,0,0,0,Food Service Establishment - Food Service Establishment,Broome County,BROOME, ROUTE 26  ,MAINE,13802    ,035900,MAINE,MAINE NANTICOKE VALLEY CONCESSION,08/15/2016,,"MAINE ENDWELL BASEBALL, INC.",DUNDON,ROXANNE,257004,Inspection,,NY,"(42.212559, -76.039323)"
RCSD/Central Kitchen                ,"835 Hudson AVENUE,  Rochester",07/25/2013,No violations found.,0,0,0,SED Summer Feeding Prog. - SED Satellite Feeding Site,Monroe County,MONROE,835 Hudson AVENUE,Rochester,14621    ,270104,ROCHESTER,Your Choice Community Center,,,,,,804395,Inspection,,NY,"(43.180165, -77.599209)"
RCSD/Central Kitchen                ,"835 Hudson AVENUE,  Rochester",08/20/2013,No violations found.,0,0,0,SED Summer Feeding Prog. - SED Satellite Feeding Site,Monroe County,MONROE,835 Hudson AVENUE,Rochester,14621    ,270104,ROCHESTER,Marshall,,,,,,846418,Inspection,,NY,"(43.180165, -77.599209)"
High Point Community Service Corp.  ,"1163 Main ROAD,  Corfu",09/07/2013,No violations found.,0,0,0,Food Service Establishment - Food Service Establishment,Genesee County,GENESEE,1163 Main ROAD,Corfu,14036    ,182500,PEMBROKE,High Point Community Service Corp.,,,,,,805178,Inspection,,NY,"(42.993066, -78.402988)"
CORT. JR. SR. HIGH CONCESSION STAND ,"8 VALLEY VIEW DRIVE,  CORTLAND",09/23/2013,No violations found.,0,0,0,Food Service Establishment - Food Service Establishment,Cortland County,CORTLAND,8 VALLEY VIEW DRIVE,CORTLAND,13045    ,110100,CORTLAND,CORT. JR. SR. HIGH CONCESSION STAND,02/28/2017,,CORTLAND CITY SCHOOLS,Phelps,Machell,659412,Inspection,,NY,"(42.588372, -76.179091)"
METROPOLIS COUNTRY CLUB POOL SNACK  ,"289 DOBBS FERRY ROAD,  WHITE PLAINS",07/05/2013,No violations found.,0,0,0,Food Service Establishment - Frozen Desserts,Westchester County,WESTCHESTER,289 DOBBS FERRY ROAD,WHITE PLAINS,10607    ,595300,GREENBURGH,METROPOLIS POOL FROZEN DESSERTS,04/30/2016,,,,,456244,Inspection,,NY,"(41.03819, -73.805893)"
SIEMAN'S MEDICAL DIAGNOSTICS / FLIK ,"511 BENEDICT AVENUE,  TARRYTOWN",04/04/2013,No violations found.,0,0,0,Food Service Establishment - Frozen Desserts,Westchester County,WESTCHESTER,511 BENEDICT AVENUE,TARRYTOWN,10591    ,595300,GREENBURGH,SIEMAN'S MEDICAL DIAGNOSTICS / FLIK - FROZEN DESSE,02/28/2017,,,,,481194,Inspection,,NY,"(41.064332, -73.838375)"
MC DONALDS                          ,"140 WILDEY STREET,  TARRYTOWN",02/27/2013,No violations found.,0,0,0,Food Service Establishment - Frozen Desserts,Westchester County,WESTCHESTER,140 WILDEY STREET,TARRYTOWN,10591    ,591100,GREENBURG,MC DONALDS FROZEN DESSERT,06/30/2016,,,,,509783,Inspection,,NY,"(41.080043, -73.863997)"
R T MCGRATH'S                       ,"4145 MERRICK  ROAD,  MASSAPEQUA",10/28/2013,"Item 10A-   Food (ice) contact surfaces are improperly designed, constructed, installed, located (cracks, open seams, pitted surfaces, tin cans reused, uncleanable or corroded food contact surfaces); ",0,0,1,Food Service Establishment - Tavern,Nassau  County,NASSAU,4145 MERRICK  ROAD,MASSAPEQUA,11758    ,295209,OYSTER BAY,R T MCGRATH'S,01/31/2018,R T MCGRATH'S,R T MCGRATH'S PUB INC,,,577169,Inspection,,NY,"(40.666859, -73.479938)"
LONGSHOTS                           ,"2222 BROADWAY,  SCHENECTADY",11/26/2013,"Item  4A-  Critical Violation [RED] Toxic chemicals are improperly labeled, stored or used so that contamination of food can occur.; Item 15C-   Premises littered, unnecessary equipment and article present, living quarters no completely separated for food service operations, live animals, birds and pets not excluded; ",1,0,1,Food Service Establishment - Tavern,Schenectady County,SCHENECTADY,2222 BROADWAY  ,SCHENECTADY,12306    ,460100,SCHENECTADY,LONGSHOTS,12/31/2016,,"R.S.B. LONGSHOTS, LLC",ALOIS,SANDRA,306553,Inspection,,NY,"(42.796527, -73.968379)"
MUSCOOT FARM - SNACK BAR            ,"51 ROUTE 100,  KATONAH",08/16/2013,Item 11D-   Non food contact surfaces of equipment not clean; ,0,0,1,Food Service Establishment - Food Service Establishment,Westchester County,WESTCHESTER,51 ROUTE 100  ,KATONAH,10536    ,595000,BEDFORD,MUSCOOT FARM - SNACK BAR,04/30/2016,,WESTCHESTER FOOD SERVICES INC.,WESTCHESTER FOOD SERVICES INC., ,706545,Inspection,,NY,"(41.245517, -73.750075)"
McDONALD'S                          ,"155 SOUTH BROADWAY,  YONKERS",04/15/2016,No violations found.,0,0,0,Food Service Establishment - Food Service Establishment,Westchester County,WESTCHESTER,155 SOUTH BROADWAY  ,YONKERS,10701    ,590707,YONKERS,McDONALD'S,09/30/2016,MCDONALDS,"155 SOUTH BROADWAY, INC.",, ,460589,Re-Inspection,,NY,"(40.92613, -73.89563)"
CHINA - TOKYO RESTAURANT            ,"3292 FRANKLIN AVENUE,  MILLBROOK",03/30/2016,"Item  5C-  Critical Violation [RED] Potentially hazardous foods are not stored under refrigeration except during necessary preparation or approved precooling procedures (room temperature storage).; Item 11A-   Manual facilities inadequate, technique incorrect; mechanical facilities not operated in accordance with manufacturer's instructions; Item 11B-   Wiping cloths dirty, not stored properly in sanitizing solutions; Item 12E-   Handwashing facilities inaccessible, improperly located, dirty, in disrepair, improper fixtures, soap, and single service towels or hand drying devices missing; ",0,0,3,Food Service Establishment - Restaurant,Dutchess County,DUTCHESS,3292 FRANKLIN AVENUE,MILLBROOK,12545    ,136900,WASHINGTON,CHINA - TOKYO RESTAURANT,04/30/2016,,YANG'S CHINA KITCHEN INC,YANG,HONG,605694,Inspection,"Shrimp in B/M 38 degrees F, Coca Cola cooler spare ribs 36 degrees F, Sushi cooler 29.5 degrees F, Hot and sour soup hot holding at 160 degrees F. Sauces and soups are to be cooled in shallow containers.",NY,"(41.785245, -73.693007)"
MAIN COURSE                         ,"39 CHESTNUT STREET,  COLD SPRING",03/30/2016,"Item  8B-   In use food dispensing utensils improperly stored; Item 11B-   Wiping cloths dirty, not stored properly in sanitizing solutions; ",0,0,2,Food Service Establishment - Restaurant/Catering Operation,Putnam County,PUTNAM,39 CHESTNUT STREET,COLD SPRING,10516    ,395300,PHILIPSTOWN,MAIN COURSE,03/31/2017,,MAIN COURSE ETC.  INC.,LAHEY,KEVIN ,299901,Inspection,,NY,"(41.418486, -73.952185)"
LA BOTTEGA                          ,"147 NASSAU  BOULEVARD,  WEST HEMPSTEAD",03/29/2016,"Item 15A-   Floors, walls, ceilings, not smooth, properly constructed, in disrepair, dirty surfaces; ",0,0,1,Food Service Establishment - Food Service Establishment,Nassau  County,NASSAU,147 NASSAU  BOULEVARD,WEST HEMPSTEAD,11552    ,295049,HEMPSTEAD,LA BOTTEGA,02/28/2017,LA BOTTEGA,MARISA ARTE E COLLEZIONE INC,,,576780,Re-Inspection,,NY,"(40.70217, -73.660888)"
LIBERTY PIZZA                       ,"375 FIFTH AVENUE,  TROY",03/31/2016,"Item 11B-   Wiping cloths dirty, not stored properly in sanitizing solutions; Item 15A-   Floors, walls, ceilings, not smooth, properly constructed, in disrepair, dirty surfaces; Item 15B-   Lighting and ventilation inadequate, fixtures not shielded, dirty ventilation hoods, ductwork, filters, exhaust fans; ",0,0,4,Food Service Establishment - Restaurant,Rensselaer County,RENSSELAER,375 FIFTH AVENUE,TROY,12182    ,410202,TROY,LIBERTY PIZZA,11/30/2016,,,KURUCA,AYTEKIN,590055,Inspection,"Please correct floor in walk in cooler and rear storage room with sealed surface, and rubber mats to prevent falls. I will return April 13 to inspect ceiling cover on lights, and new surface for floor and rubber mats in walk in cooler and storage room. Reminder to use bucket filled with bleach and water to sanitize and wipe work area.",NY,"(42.766557, -73.677091)"
STANLEY'S RESTAURANT                ,"618 COURT STREET,  UTICA",03/24/2016,No violations found.,0,0,0,Food Service Establishment - Food Service Establishment,Oneida County,ONEIDA,618 COURT STREET,UTICA,13502    ,320203,UTICA,STANLEY'S RESTAURANT,12/31/2016,,, PAULSEN,DAVID,289178,Inspection,Satisfactory.,NY,"(43.10202, -75.241425)"
Twin Towers Middle School           ,"112 GRAND AVENUE,  MIDDLETOWN",03/31/2016,No violations found.,0,0,0,Institutional Food Service - School K-12 Food Service,Orange County,ORANGE,112 GRAND AVENUE,MIDDLETOWN,10940    ,350101,MIDDLETOWN,Twin Towers Middle School Central Prep Kitchen,09/30/2016,,Enlarged City School District of Middletown,Goodman,Eileen,844149,Inspection,,NY,"(41.451062, -74.405559)"
PARKERS GRILLE & TAP HOUSE          ,"86-88 FALL STREET,  SENECA FALLS",03/31/2016,"Item  8E-   Accurate thermometers not available or used to evaluate refrigerated or heated storage temperatures; Item 11B-   Wiping cloths dirty, not stored properly in sanitizing solutions; ",0,0,2,Food Service Establishment - Restaurant,Seneca  County,SENECA,86-88 FALL STREET  ,SENECA FALLS,13148    ,492300,SENECA FALLS,PARKERS GRILLE & TAP HOUSE,01/31/2017,,,HENDRICKSON,CAROL,753076,Inspection,"Walkin cooler is not large enough to accommodate the restaurant volume 
Med well burgers cooked to > 155F    actual temperature is 167F;  Hot holds were at >140F actual temperature 157-162; Gloves in use at time of inspection; hair restraints in place;",NY,"(42.9105, -76.798004)"
SUBWAY                              ,"6 EAST MAIN STREET,  ELMSFORD",04/04/2016,"Item  9D-   Dressing rooms dirty, not provided, improperly located; Item 14B-   Effective measures not used to control entrance (rodent-, insect-proof contruction). Harborage areas available for rodents, insects and other vermin; ",0,0,2,Food Service Establishment - Food Service Establishment,Westchester County,WESTCHESTER,6 EAST MAIN STREET,ELMSFORD,10523    ,593900,GREENBURGH,SUBWAY,02/28/2017,,ELMSFORD FOOD CORP.,ELMSFORD FOOD CORP., ,726786,Inspection,No red violations observed. All hot and cold temperatures acceptable at this time,NY,"(41.05478, -73.81963)"
SITAR PALACE                        ,"38 ORANGETOWN SHOPPING CENTER,  ORANGEBURG",03/31/2016,"Item  8C-   Improper use and storage of clean, sanitized equipment and utensils; Item 12A-   Hot, cold running water not provided, pressure inadequate; Item 15A-   Floors, walls, ceilings, not smooth, properly constructed, in disrepair, dirty surfaces; ",0,0,3,Food Service Establishment - Food Service Establishment,Rockland County,ROCKLAND,38 ORANGETOWN SHOPPING CENTER  ,ORANGEBURG,10962    ,435200,ORANGETOWN,SITAR PALACE,09/30/2016,,CHOICE CATERING INC.,ABRAHAM,PRASAD,721927,Re-Inspection,,NY,"(41.043877, -73.95347)"
AMERICAN LEGION CADILLE POST 1664   ,"752 EAST MARKET STREET,  NIAGARA FALLS",04/01/2016,"Item  5A-  Critical Violation [RED] Potentially hazardous foods are not kept at or below 45oF during cold holding, except smoked fish not kept at or below 38oF during cold holding.; Item 10B-   Non-food contact surfaces and equipment are improperly designed, constructed, installed, maintained (equipment not readily accessible for cleaning, surface not smooth finish); Item 14A-   Insects, rodents present; ",1,0,2,Food Service Establishment - Restaurant,Niagara County,NIAGARA,752 EAST MARKET STREET,NIAGARA FALLS,14301    ,310200,NIAGARA FALLS,AMERICAN LEGION CADILLE POST 1664,04/30/2017,,AMERICAN LEGION CADILLE POST 1664,FIELDS,CHARLES,285717,Inspection,"Walk in temp <45dF OK, cooler in BAR temp <45dF ok, no hot or cold holds in operation at this time.",NY,"(43.095933, -79.039704)"
