Establishment ID,Name,Address 1,Address 2,City,Zip,Inspection Date,Inspection Results,Food from Approved Source (C),Food Protected from Contamination (C),Ill Workers Restricted (C),Proper Hand Washing (C),Cooling Time and Temperature (C),Cold Holding Temperature (C),Hot Holding Temperature (C),Cooking Time and Temperature (C),Reheating Time and Temperature (C),Hot and Cold Running Water Provided (C),Proper Sewage Disposal (C),Toxic Substances & Pesticides,Rodent and Insects,Nutritional Labeling,Trans Fat Ban,No-Smoking Sign Posted,Inspection Type,Owner,Category,Type,Latitude,Longitude,Location
28785,UNITED MARKET,946 WAYNE AVE,,SILVER SPRING,20910,07/01/2015,No Critical Violations Noted,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Pre-Opening - Environmental,JOACHIM & JOYCE INC,Market,Food,38.9943,-77.0257,"(38.9943, -77.0257)"
17942,PANERA BREAD #3577,8541 GEORGIA AVE.,,SILVER SPRING,20910,12/09/2014,No Critical Violations Noted,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Monitoring,"LEMEK, LLC",Restaurant,Food,38.9963,-77.0276,"(38.9963, -77.0276)"
26655,ABOL ETHIOPIAN CUISINE,8626 COLESVILLE RD,,SILVER SPRING,20910,02/25/2016,No Critical Violations Noted,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Monitoring,"ABOL, LLC",Restaurant,Food,38.997,-77.0277,"(38.997, -77.0277)"
18085,EGGSPECTATION RESTAURANT-CAF�,923 ELLSWORTH DR,,SILVER SPRING,20910,08/12/2014,No Critical Violations Noted,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Comprehensive,MID-ATLANTIC EATERIES INC,,Food,38.0266,-77.0271,"(38.0266, -77.0271)"
20441,"GREEK PLACE, THE",8417 GEORGIA AVE,,SILVER SPRING,20910,11/17/2014,No Critical Violations Noted,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Monitoring,"TAQUERIA EL MEXICANO, INC.",Restaurant,Food,38.9938,-77.0264,"(38.9938, -77.0264)"
29263,RUANG KHAO THAI CUISINE,939 BONIFANT ST,,SILVER SPRING,20910,09/18/2015,Critical Violations Corrected,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Out of Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Not applicable,In Compliance,Out of Compliance,Comprehensive,TON KHAO RESTAURANT THAI CUISINE LLC,Restaurant,Food,38.9941,-77.0253,"(38.9941, -77.0253)"
598,29 CONVENIENCE MART,10755 COLESVILLE ROAD,,SILVER SPRING,20901,01/13/2016,No Critical Violations Noted,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Monitoring,JACOB'S MIRAZ INC,Market,Food,39.032,-77.0034,"(39.032, -77.0034)"
28578,URBAN WINERY,949-A BONIFANT STREET,,SILVER SPRING,20910,05/21/2015,No Critical Violations Noted,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Pre-Opening - Environmental,DAMON CALLIS,Restaurant,Food,38.9939,-77.0257,"(38.9939, -77.0257)"
18592,COPPER CANYON GRILL,928 ELLSWORTH DR.,,SILVER SPRING,20910,08/11/2014,Critical Violations Corrected,In Compliance,In Compliance,In Compliance,Out of Compliance,Out of Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Comprehensive,"COPPER CANYON GRILL, LLC",Restaurant,Food,38.9954,-77.0268,"(38.9954, -77.0268)"
27906,MERKATO MARKET,955 BONIFANT ST,,SILVER SPRING,20910,09/10/2014,No Critical Violations Noted,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Plans Approved,ELIAS TOBE,Market,Food,38.9938,-77.0259,"(38.9938, -77.0259)"
18214,NOODLES & COMPANY,905 ELLSWORTH DR. #405,,SILVER SPRING,20910,09/23/2014,Critical Violations Corrected,In Compliance,Out of Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Monitoring,"NOODLES & COMPANY, INC.",,Food,38.9968,-77.0258,"(38.9968, -77.0258)"
27906,MERKATO MARKET,955 BONIFANT ST,,SILVER SPRING,20910,10/21/2014,No Critical Violations Noted,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Monitoring,ELIAS TOBE,Market,Food,38.9938,-77.0259,"(38.9938, -77.0259)"
17969,POTBELLY #036,917 ELLSWORTH DR.,,SILVER SPRING,20910,10/31/2014,Critical Violations Corrected,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Monitoring,"POTBELLY SANDWICH WORKS, LLC",Restaurant,Food,38.9962,-77.0266,"(38.9962, -77.0266)"
21361,MANDARIN RESTAURANT,8411 GEORGIA AVE.,,SILVER SPRING,20910,03/19/2015,No Critical Violations Noted,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Fire Call,MANDARIN RESTAURANT,Restaurant,Food,38.9937,-77.0264,"(38.9937, -77.0264)"
1351,KEFA CAFE,963 BONIFANT ST.,,SILVER SPRING,20910,01/05/2016,No Critical Violations Noted,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Pre-Opening - Environmental,KEFA CAFE,Restaurant,Food,38.9936,-77.0263,"(38.9936, -77.0263)"
27546,KITCHEN THAI RESTAURANT,8624 COLESVILLE RD,,SILVER SPRING,20904,09/30/2015,No Critical Violations Noted,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Comprehensive,YING CHAROEN INC,Restaurant,Food,38.9969,-77.0279,"(38.9969, -77.0279)"
18567,THAI AT SILVER SPRING,921-E ELLSWORTH DR.,,SILVER SPRING,20910,02/27/2015,Critical Violations Corrected,In Compliance,In Compliance,In Compliance,In Compliance,Out of Compliance,In Compliance,Out of Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Monitoring,"JJNPP, INC.",Restaurant,Food,38.9962,-77.0268,"(38.9962, -77.0268)"
17953,AUSTIN GRILL,919 ELLSWORTH DR.,,SILVER SPRING,20910,01/07/2015,Critical Violations Corrected,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Out of Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Monitoring,"AUSTIN GRILL , LLC",Restaurant,Food,38.9961,-77.0267,"(38.9961, -77.0267)"
28483,RED LOBSTER #6293,8533 GEORGIA AVE,,SILVER SPRING,20910,01/08/2015,Critical Violations Corrected,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Out of Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Comprehensive,RL MARYLAND INC,Restaurant,Food,38.9961,-77.0272,"(38.9961, -77.0272)"
28845,PHO HOA BINH 2,930 WAYNE AVE,,SILVER SPRING,20910,04/08/2015,No Critical Violations Noted,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Pre-Opening - Environmental,HOA BINH CORP,Restaurant,Food,38.9946,-77.0251,"(38.9946, -77.0251)"
28785,UNITED MARKET,946 WAYNE AVE,,SILVER SPRING,20910,06/25/2015,Critical Violations Corrected,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Out of Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Out of Compliance,Not applicable,In Compliance,In Compliance,Pre-Opening - Environmental,JOACHIM & JOYCE INC,Market,Food,38.9943,-77.0257,"(38.9943, -77.0257)"
17850,ADEGA WINE CELLARS AND CAFE,8519 FENTON ST.,,SILVER SPRING,20910,09/08/2015,Critical Violations Corrected,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Out of Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Comprehensive,"ASIAN RESTAURANT CONCEPTS, INC.",Restaurant,Food,38.9967,-77.0247,"(38.9967, -77.0247)"
28025,7-ELEVEN #36494,8484 GEORGIA AVE STE 102,,SILVER SPRING,20910,08/10/2015,Critical Violations Corrected,In Compliance,In Compliance,In Compliance,In Compliance,Out of Compliance,Out of Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Monitoring w/Complaint Investigation,DREAM LINE INC,Market,Food,38.9941,-77.0271,"(38.9941, -77.0271)"
22174,KAO THAI RESTAURANT,8650 COLESVILLE RD.,,SILVER SPRING,20910,12/23/2014,Critical Violations Corrected,In Compliance,In Compliance,In Compliance,In Compliance,Out of Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Comprehensive,KAO THAI LLC,Restaurant,Food,38.9973,-77.0276,"(38.9973, -77.0276)"
26529,PETE'S NEW HAVEN STYLE PIZZA,962 WAYNE AVE,#L-B,SILVER SPRING,20910,03/10/2015,No Critical Violations Noted,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Out of Compliance,Not applicable,In Compliance,In Compliance,Monitoring,JOEL  MEHR/M5 LLC,Restaurant,Food,38.9942,-77.026,"(38.9942, -77.026)"
27828,EVANGADI SPORTS BAR AND LOUNGE,953 BONIFANT ST,,SILVER SPRING,20910,11/06/2015,No Critical Violations Noted,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Pre-Opening - Environmental,CLOUD SPORTS BAR LLC,Restaurant,Food,38.9938,-77.0258,"(38.9938, -77.0258)"
17942,PANERA BREAD #3577,8541 GEORGIA AVE.,,SILVER SPRING,20910,10/13/2014,No Critical Violations Noted,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Monitoring,"LEMEK, LLC",Restaurant,Food,38.9963,-77.0276,"(38.9963, -77.0276)"
18592,COPPER CANYON GRILL,928 ELLSWORTH DR.,,SILVER SPRING,20910,04/20/2015,No Critical Violations Noted,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Food Complaint,"COPPER CANYON GRILL, LLC",Restaurant,Food,38.9954,-77.0268,"(38.9954, -77.0268)"
17942,PANERA BREAD #3577,8541 GEORGIA AVE.,,SILVER SPRING,20910,04/20/2015,No Critical Violations Noted,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Monitoring w/Complaint Investigation,"LEMEK, LLC",Restaurant,Food,38.9963,-77.0276,"(38.9963, -77.0276)"
21361,MANDARIN RESTAURANT,8411 GEORGIA AVE.,,SILVER SPRING,20910,04/15/2015,No Critical Violations Noted,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Reinspection,MANDARIN RESTAURANT,Restaurant,Food,38.9937,-77.0264,"(38.9937, -77.0264)"
598,29 CONVENIENCE MART,10755 COLESVILLE ROAD,,SILVER SPRING,20901,07/29/2014,Critical Violations Corrected,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Out of Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Comprehensive,JACOB'S MIRAZ INC,Market,Food,39.032,-77.0034,"(39.032, -77.0034)"
11509,LANGANO ETHIOPIAN RESTAURANT BAR AND CAF�,8305 GEORGIA AVE.,,SILVER SPRING,20910,04/02/2015,Critical Violations Corrected,In Compliance,Out of Compliance,In Compliance,Out of Compliance,In Compliance,Out of Compliance,Out of Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Out of Compliance,Not applicable,In Compliance,In Compliance,Comprehensive,"LANGANO, LLC",Restaurant,Food,38.9931,-77.0263,"(38.9931, -77.0263)"
28773,AG KITCHEN,931 ELLSWORTH DR #C4,,SILVER SPRING,20910,06/05/2015,No Critical Violations Noted,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Pre-Opening - Environmental,"TRG SILVER SPRING, LLC",Restaurant,Food,38.9959,-77.0271,"(38.9959, -77.0271)"
21361,MANDARIN RESTAURANT,8411 GEORGIA AVE.,,SILVER SPRING,20910,03/10/2015,Critical Violations Corrected,In Compliance,In Compliance,In Compliance,Out of Compliance,In Compliance,Out of Compliance,Out of Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Out of Compliance,Not applicable,In Compliance,In Compliance,Comprehensive,MANDARIN RESTAURANT,Restaurant,Food,38.9937,-77.0264,"(38.9937, -77.0264)"
18214,NOODLES & COMPANY,905 ELLSWORTH DR. #405,,SILVER SPRING,20910,01/07/2015,Critical Violations Corrected,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Out of Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Monitoring,"NOODLES & COMPANY, INC.",,Food,38.9968,-77.0258,"(38.9968, -77.0258)"
26529,PETE'S NEW HAVEN STYLE PIZZA,962 WAYNE AVE,#L-B,SILVER SPRING,20910,11/28/2014,No Critical Violations Noted,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Monitoring w/Complaint Investigation,JOEL  MEHR/M5 LLC,Restaurant,Food,38.9942,-77.026,"(38.9942, -77.026)"
18637,PHO HIEP-HOA RESTAURANT,921-G ELLSWORTH DR.,,SILVER SPRING,20910,12/09/2014,Critical Violations Corrected,In Compliance,In Compliance,In Compliance,Out of Compliance,In Compliance,Out of Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Comprehensive,PHH LLC,Restaurant,Food,38.9963,-77.0266,"(38.9963, -77.0266)"
18182,LEBANESE TAVERNA CAF�,933 ELLSWORTH DR.,,SILVER SPRING,20910,09/18/2014,Critical Violations Corrected,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Out of Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Monitoring,LEBANESE TAVERNA GROUP,Restaurant,Food,38.9957,-77.0269,"(38.9957, -77.0269)"
28960,KEFA CAFE,900 WAYNE AVE,,SILVER SPRING,20910,01/05/2016,No Critical Violations Noted,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Not applicable,Out of Compliance,In Compliance,Comprehensive,LENE TSEGAYE,Restaurant,Food,38.9951,-77.0245,"(38.9951, -77.0245)"
17969,POTBELLY #036,917 ELLSWORTH DR.,,SILVER SPRING,20910,04/03/2015,No Critical Violations Noted,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Comprehensive,"POTBELLY SANDWICH WORKS, LLC",Restaurant,Food,38.9962,-77.0266,"(38.9962, -77.0266)"
26655,ABOL ETHIOPIAN CUISINE,8626 COLESVILLE RD,,SILVER SPRING,20910,02/03/2015,Critical Violations Corrected,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Out of Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Monitoring,"ABOL, LLC",Restaurant,Food,38.997,-77.0277,"(38.997, -77.0277)"
18285,MANDALAY RESTAURANT & CAF�,930-932 BONIFANT ST.,,SILVER SPRING,20910,04/06/2015,No Critical Violations Noted,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Comprehensive,"MANDALAY ENTERPRISES, INC.",Restaurant,Food,38.9937,-77.0251,"(38.9937, -77.0251)"
28025,7-ELEVEN #36494,8484 GEORGIA AVE STE 102,,SILVER SPRING,20910,09/12/2014,Critical Violations Corrected,In Compliance,In Compliance,In Compliance,Out of Compliance,In Compliance,Out of Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Out of Compliance,Not applicable,In Compliance,In Compliance,Monitoring,DREAM LINE INC,Market,Food,38.9941,-77.0271,"(38.9941, -77.0271)"
2279,SILVER SPRING TEXACO,8600 GEORGIA AVE.,,SILVER SPRING,20910,01/22/2015,No Critical Violations Noted,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,In Compliance,Not applicable,In Compliance,In Compliance,Comprehensive,MOHAMED REYAL,,Food,38.996,-77.0287,"(38.996, -77.0287)"
